hotspot_weight,n_blocks,mean,standard_error,simultaneous_critical,ci_low,ci_high,ci_halfwidth,sign_class
0.0,80,0.012062336527283904,0.0018094592602921852,2.63950462745322,0.007286260436554601,0.016838412618013207,0.004776076090729303,positive
0.25,80,-0.001712950458150982,0.0016732435419329003,2.63950462745322,-0.006129484529939088,0.0027035836136371245,0.0044165340717881064,unresolved
0.5,80,-0.021600417122538268,0.001415289970820483,2.63950462745322,-0.025336081549707064,-0.01786475269536947,0.003735664427168798,negative
0.75,80,-0.02591454009675872,0.0010720819291638536,2.63950462745322,-0.028744305309795687,-0.02308477488372175,0.002829765213036967,negative
1.0,80,-0.024408590972032247,0.0010491559281114473,2.63950462745322,-0.02717784289920239,-0.021639339044862104,0.002769251927170143,negative
