anchor_id,block_index,slope
2026-07-22-primary,12,-0.058479759299781185
2026-07-22-primary,13,9.60065645514499e-05
2026-07-22-primary,14,-0.1087718818380744
2026-07-22-primary,15,-0.12397073304157549
2026-07-22-primary,16,-0.03584518599562364
2026-07-22-primary,17,-0.13042778993435447
2026-07-22-primary,18,-0.04356509846827135
2026-07-22-primary,19,-0.02034409190371991
2026-07-22-primary,20,-0.03690672866520788
2026-07-22-primary,21,0.01292806345733042
2026-07-22-primary,22,-0.10672346827133478
2026-07-22-primary,23,0.04259710065645515
2026-07-22-primary,24,-0.1705106673960613
2026-07-22-primary,25,-0.09970268052516412
2026-07-22-primary,26,-0.1415046498905908
2026-07-22-primary,27,-0.11278145514223194
2026-07-22-primary,28,-0.011667396061269146
2026-07-22-primary,29,-0.052888676148796526
2026-07-22-primary,30,-0.007797866520787761
2026-07-22-primary,31,-0.04797073304157547
2026-07-22-primary,32,-0.01031892778993436
2026-07-22-primary,33,-0.09580935448577681
2026-07-22-primary,34,-0.06790125820568928
2026-07-22-primary,35,-0.13548577680525167
2026-07-22-primary,36,-0.10873358862144421
2026-07-22-primary,37,0.0007557439824945403
2026-07-22-primary,38,-0.1343298687089716
2026-07-22-primary,39,-0.019800328227571107
2026-07-22-hub,0,-0.047636761487964994
2026-07-22-hub,1,-0.07719666301969366
2026-07-22-hub,2,-0.03457549234135668
2026-07-22-hub,3,-0.06633533916849015
2026-07-22-hub,4,-0.07814551422319474
2026-07-22-hub,5,-0.1038156455142232
2026-07-22-hub,6,-0.06130415754923414
2026-07-22-hub,7,-0.07231728665207879
2026-07-22-hub,8,-0.14335886214442015
2026-07-22-hub,9,-0.08182713347921225
2026-07-22-hub,10,-0.07070787746170679
2026-07-22-hub,11,-0.06312800875273522
2026-07-22-hub,12,-0.06702680525164115
2026-07-22-hub,13,0.03413457330415754
2026-07-22-hub,14,-0.1122625820568928
2026-07-22-hub,15,-0.0871003829321663
2026-07-22-hub,16,-0.08701066739606128
2026-07-22-hub,17,-0.03636898249452954
2026-07-22-hub,18,0.03364496717724287
2026-07-22-hub,19,-0.023689004376367628
2026-07-22-hub,20,-0.06774562363238512
2026-07-22-hub,21,-0.10186022975929979
2026-07-22-hub,22,-0.005451039387308534
2026-07-22-hub,23,-0.014958150984682707
2026-07-22-hub,24,0.005739332603938732
2026-07-22-hub,25,-0.044836706783369804
2026-07-22-hub,26,-0.08164797592997812
2026-07-22-hub,27,-0.005292122538293226
2026-07-22-hub,28,-0.057170404814004386
2026-07-22-hub,29,0.011071389496717727
2026-07-22-hub,30,-0.0833960612691466
2026-07-22-hub,31,-0.06194474835886214
2026-07-22-hub,32,-0.02625109409190372
2026-07-22-hub,33,-0.09985257111597373
2026-07-22-hub,34,-0.06120459518599562
2026-07-22-hub,35,0.003574945295404805
2026-07-22-hub,36,-0.02051477024070022
2026-07-22-hub,37,-0.09123167396061269
2026-07-22-hub,38,0.0007740700218818175
2026-07-22-hub,39,-0.0657902078774617
