cell_id,topology,regime,scale,seed,repetitions,blocks,block_size,mean_difference,paired_sd,normal_critical,normal_ci_low,normal_ci_high,path_t_critical,path_t_ci_low,path_t_ci_high,block_t_critical,block_standard_error,block_t_ci_low,block_t_ci_high,difference_skewness,difference_excess_kurtosis,minimum_difference,maximum_difference
star-balanced-N80,star,balanced,80,202607189999,100000,100,1000,0.022652889062500008,0.7686221556244435,3.1969502291312546,0.01488239247553021,0.030423385649469805,3.197039910698341,0.014882174495811723,0.030423603629188292,3.2899214395315046,0.0023881782405415623,0.014795970267519696,0.03050980785748032,0.07866206619725842,1.5477317544803073,-5.03140625,5.2553125
