k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,batch_means_json,run_id,formula_sha256,validator_sha256,grid_sha256,formula_mean,signed_relative_error,absolute_relative_error,simultaneous_ci_low,simultaneous_ci_high,uncertainty_aware_error_upper
5,128,0.3,8000,458.062875,43.40890419435619,0.48532630303678087,"[460.36,457.22,459.58,455.65,456.185,458.4,461.89,456.485,456.91,461.825,454.5,458.955,458.29,458.27,451.045,458.55,455.745,455.72,457.33,462.235,454.675,457.02,456.05,462.685,462.575,456.615,454.135,462.76,456.19,460.945,458.605,458.11,453.6,461.34,458.175,458.07,456.445,458.63,458.345,462.4]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,457.14285714285717,-0.0020084968840639013,0.0020084968840639013,456.20598539565344,459.9197646043466,0.0060378084944410215
5,128,0.975,8000,11447.360625,5604.958281980558,62.66533864779481,"[11543.79,10939.2,10917.125,11250.32,11203.35,11492.485,11727.84,11400.21,11511.84,11853.025,10544.11,11825.45,11946.21,11151.45,11059.97,11546.115,11559.615,12210.74,11808.78,11360.595,11030.395,11184.67,12322.645,11142.81,11710.45,11400.02,11325.58,12262.725,10764.99,11088.28,11064.8,11650.76,11321.31,11559.315,11584.48,11960.495,11182.275,11898.83,11226.855,11360.52]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,11349.60659351301,-0.008539438451297095,0.008539438451297095,11207.599014801164,11687.122235198834,0.028879277113172286
5,128,1.025,8000,13299.208,6309.985952526055,70.5477876345851,"[12936.395,12739.795,13056.96,13608.065,13475.565,13592.585,13917.95,13924.165,12660.91,12598.845,13207.595,13482.7,12972.33,13019.155,14453.225,13740.525,13285.435,13940.025,13813.405,13871.655,13496.69,12581.41,13098.345,13444.665,13016.66,12917.8,13222.63,12967.84,13113.125,12547.055,13262.495,13024.01,13200.255,13622.23,13986.735,13019.225,12715.75,13259.42,13774.385,13400.31]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,13253.908722842565,-0.0034061635217251603,0.0034061635217251603,13029.287633746162,13569.128366253839,0.023230647901837154
5,128,1.9,8000,1138.051375,119.06669494590014,1.3312061187763167,"[1153.145,1129.545,1135.65,1136.255,1139.385,1132.97,1135.545,1141.445,1142.0,1131.515,1132.91,1143.19,1130.31,1135.415,1130.265,1147.89,1126.975,1131.54,1142.57,1148.975,1128.355,1132.665,1135.25,1137.56,1143.325,1140.115,1144.32,1143.995,1142.595,1140.05,1128.225,1131.735,1137.765,1121.605,1131.94,1138.775,1158.715,1147.895,1133.905,1155.77]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,1125.8379665112197,-0.010731860403736396,0.010731860403736396,1132.958094896014,1143.144655103986,0.015139543814944312
6,10,0.3,8000,42.569375,14.597322437254277,0.16320302629591735,"[42.285,40.55,42.505,42.08,44.21,42.775,42.82,42.965,42.48,43.47,41.79,42.425,42.085,42.78,43.785,44.085,42.43,42.37,42.925,41.9,43.305,41.49,42.17,41.59,41.745,42.815,43.51,42.35,42.885,42.895,43.235,43.585,42.475,41.25,42.02,43.99,42.375,42.4,42.095,41.88]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,42.69509571158427,0.0029533135401746393,0.0029533135401746393,41.94494974006551,43.19380025993449,0.0178840593722831
6,10,0.975,8000,121.796125,66.96790199395198,0.7487239058451017,"[122.635,128.58,122.495,116.785,129.91,111.8,120.495,121.99,119.61,123.255,121.795,126.36,119.58,123.98,132.205,125.195,112.635,123.665,119.885,113.145,126.85,115.265,129.83,122.075,121.7,124.755,122.225,123.025,119.58,122.53,118.635,130.925,117.905,123.89,115.965,119.915,117.765,125.01,128.775,109.225]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,121.95691783687009,0.00132018023455251,0.00132018023455251,118.93145925122407,124.66079074877594,0.025438673709158977
6,10,1.025,8000,121.999375,67.62539481483535,0.7560748990561681,"[124.405,116.07,122.14,123.795,121.255,131.85,130.17,126.035,117.215,118.83,126.1,125.205,113.35,119.235,119.665,115.73,124.465,116.19,121.425,123.475,120.535,120.89,120.595,120.485,127.475,120.89,113.555,121.14,126.605,117.865,126.245,123.495,120.83,127.49,117.795,126.55,128.84,119.72,127.2,115.17]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,121.23542588863174,-0.006261910041492117,0.006261910041492117,119.10658387909847,124.89216612090154,0.02927918015874509
6,10,1.9,8000,60.407125,19.848712065413892,0.22191534722042858,"[61.275,59.225,60.515,60.295,58.87,59.2,60.235,61.22,61.21,62.32,60.87,61.775,57.995,59.375,61.915,60.51,59.3,61.75,59.76,61.245,61.5,60.58,60.73,59.045,58.795,59.855,59.235,60.095,60.495,62.65,59.455,62.59,59.545,61.615,60.44,62.115,59.215,60.735,59.615,59.12]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,60.66022733949137,0.00418994182377278,0.00418994182377278,59.55806262954912,61.25618737045088,0.018505717971346813
6,128,0.3,8000,549.57975,52.6905084066098,0.5890977928310182,"[556.26,549.94,550.005,549.515,554.385,546.045,557.415,551.595,551.745,547.195,547.75,548.34,547.705,546.35,545.23,551.075,547.605,547.77,553.115,549.365,544.505,554.095,543.06,552.945,550.375,545.395,551.585,548.49,547.615,553.085,546.5,546.67,552.11,548.02,548.61,552.07,547.725,551.055,550.705,550.17]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,548.5714285714286,-0.001834713576276118,0.001834713576276118,547.3258240112235,551.8336759887765,0.005911649758421511
6,128,0.975,8000,13236.757375,6262.0082770398685,70.0113809156374,"[13069.86,12726.845,14067.495,13251.14,12976.705,13587.17,13372.9,12573.005,12992.065,13405.91,12386.525,13143.635,13320.905,13144.89,13565.165,12410.39,13036.38,13512.94,13222.805,12283.405,13177.815,12315.845,13201.185,13173.53,13541.57,12907.45,13774.16,14030.065,12307.2,13632.125,13806.715,13704.24,13387.32,13818.325,13606.235,13377.17,13618.885,13612.795,13063.525,13364.005]",boundary-v1-9e4cfdbcfe51,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7,7bd17439943bee509526fbdfe1d93ff9932f73ad9df6491b8f1f8ec4403671a0,9e4cfdbcfe51b861989860b1103b492b54c14c8516d71574938533c2ca8332df,13139.765064671123,-0.007327497783714311,0.007327497783714311,12968.8893353023,13504.625414697699,0.02701743579125726
