split,k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,ci_low,ci_high,seed
development,7,60,0.925,7000,2616.349714285714,1102.861993858118,13.181722072067949,2590.514013770244,2642.185414801184,10069096
development,7,60,1.075,7000,3405.4505714285715,1421.73366942941,16.99296756555998,3372.1449670096167,3438.7561758475263,10069246
development,7,60,1.2,7000,2271.4511428571427,707.2258113461046,8.452965229805928,2254.8836354441537,2288.0186502701317,10069371
development,7,60,1.4,7000,1522.6642857142858,364.55430066032267,4.357257298051098,1514.1242183387315,1531.2043530898402,10069571
development,7,60,1.6,7000,1161.5107142857144,238.19691582720202,2.846997684518883,1155.9307013599885,1167.0907272114403,10069771
development,7,60,1.8,7000,939.6357142857142,170.23451591505736,2.034691637178677,935.6477919571992,943.6236366142293,10069971
development,9,15,0.4,7000,112.30357142857143,35.06460453262422,0.41910218512388925,111.48214623988657,113.12499661725629,10069824
development,9,15,0.6,7000,162.81942857142857,61.4631823364864,0.734625539493049,161.3795889718989,164.25926817095825,10070024
development,9,15,0.8,7000,255.067,113.19105580017806,1.3528918821313858,252.41538063604588,257.71861936395413,10070224
development,9,15,0.925,7000,316.681,153.05413526000726,1.8293468123969665,313.09554613246877,320.2664538675312,10070349
development,9,15,1.075,7000,322.262,153.79369669098082,1.8381862622035654,318.6592211292047,325.8647788707953,10070499
development,9,15,1.2,7000,288.765,127.4100308570511,1.5228411399652535,285.7802862114922,291.7497137885078,10070624
development,9,15,1.4,7000,245.18114285714285,94.3346484874554,1.1275147072371017,242.9712546389189,247.39103107536678,10070824
development,9,15,1.6,7000,213.19542857142858,74.32794830788171,0.8883889029070815,211.45421831746566,214.9366388253915,10071024
development,9,15,1.8,7000,189.20985714285715,59.8814358380854,0.7157200528170153,187.8070716163227,190.6126426693916,10071224
development,9,30,0.4,7000,225.14785714285713,50.64832703609793,0.605363294884689,223.96136688732065,226.33434739839362,10070079
development,9,30,0.6,7000,338.8104285714286,96.60074026759727,1.1545996845071325,336.5474547732333,341.07340236962386,10070279
development,9,30,0.8,7000,646.3955714285714,245.97409588310015,2.9399527655464257,640.6333698918515,652.1577729652913,10070479
development,9,30,0.925,7000,1134.6454285714285,518.656612886435,6.199132221423406,1122.4953526820368,1146.7955044608202,10070604
development,9,30,1.075,7000,1212.0438571428572,557.6393518577855,6.665065070311136,1198.9805696504313,1225.107144635283,10070754
development,9,30,1.2,7000,986.54,383.9012959091365,4.588498120311487,977.5467089410597,995.5332910589402,10070879
development,9,30,1.4,7000,766.4642857142857,249.81618419416014,2.9858745042361075,760.6120792236266,772.3164922049448,10071079
