split,k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,ci_low,ci_high,seed
development,45,60,1.075,7000,13695.586142857142,4247.862758377439,50.77167097338827,13596.075496314385,13795.0967893999,10107588
development,45,60,1.2,7000,13045.085142857142,3906.0382632565347,46.68608681399038,12953.58209412261,13136.588191591674,10107713
development,45,60,1.4,7000,12040.58,3378.654323548653,40.382643085566926,11961.431473951754,12119.728526048246,10107913
development,45,60,1.6,7000,11280.612285714285,2965.3628634296833,35.44286531428916,11211.145546189375,11350.079025239196,10108113
development,45,60,1.8,7000,10570.044857142857,2653.728957020188,31.7181277084965,10507.878469177162,10632.211245108552,10108313
development,48,15,0.4,7000,566.912,168.52993126687903,2.0143179537933276,562.9640093571527,570.8599906428474,10109175
development,48,15,0.6,7000,735.0947142857143,226.32535789119837,2.7051054276940594,729.7928050730501,740.3966234983785,10109375
development,48,15,0.8,7000,874.0377142857143,275.3294287466672,3.2908161022971205,867.5878332454674,880.4875953259611,10109575
development,48,15,0.925,7000,906.0667142857143,288.7075826389794,3.4507156250188182,899.3034359397877,912.8299926316408,10109700
development,48,15,1.075,7000,908.5561428571428,292.2469157103775,3.4930187464678024,901.7099519167427,915.402333797543,10109850
development,48,15,1.2,7000,895.254,283.42261296151725,3.387548155439143,888.6145276194442,901.8934723805559,10109975
development,48,15,1.4,7000,877.8347142857143,279.184242188742,3.3368899353932666,871.2945301919693,884.3748983794593,10110175
development,48,15,1.6,7000,867.692,265.4028486831963,3.172170777450032,861.4746595233876,873.9093404766124,10110375
development,48,15,1.8,7000,846.7728571428571,256.2301874575787,3.062536506244128,840.7703958892795,852.7753183964347,10110575
development,48,30,0.4,7000,1199.8162857142856,281.3789945155271,3.3631222431070342,1193.2246872421904,1206.407884186381,10109430
development,48,30,0.6,7000,1773.8514285714286,495.77231059510535,5.925612493390868,1762.237441498042,1785.4654156448153,10109630
development,48,30,0.8,7000,2949.1174285714287,902.3038357200394,10.784593587647517,2927.980013551738,2970.2548435911194,10109830
development,48,30,0.925,7000,3591.0407142857143,1128.4787621087173,13.487901014986,3564.6049140693003,3617.4765145021283,10109955
development,48,30,1.075,7000,3644.386,1149.3479047849098,13.737334978774667,3617.4613181980394,3671.3106818019605,10110105
development,48,30,1.2,7000,3551.0122857142856,1097.3925913886621,13.11635020899337,3525.3047116960443,3576.719859732527,10110230
development,48,30,1.4,7000,3409.441,1012.2451734298459,12.098643909440067,3385.7280936757224,3433.153906324277,10110430
development,48,30,1.6,7000,3300.5952857142856,960.3940265128228,11.478904167219799,3278.097046964548,3323.093524464023,10110630
development,48,30,1.8,7000,3186.485142857143,895.8315143371339,10.707234550790963,3165.4993487635697,3207.470936950716,10110830
development,48,60,0.4,7000,2395.3844285714285,401.4001381901772,4.797649289556789,2385.981208753443,2404.7876483894142,10109940
development,48,60,0.6,7000,3605.258428571429,731.0443396098478,8.737651093936586,3588.132947117836,3622.3839100250216,10110140
development,48,60,0.8,7000,7088.655285714286,1951.5696573832215,23.325718876133468,7042.937716803558,7134.372854625014,10110340
development,48,60,0.925,7000,13075.380857142856,3978.2922996872594,47.549687728809296,12982.185181718263,13168.57653256745,10110465
development,48,60,1.075,7000,14375.874142857143,4402.603123256915,52.6211720846162,14272.73854074701,14479.009744967276,10110615
development,48,60,1.2,7000,13725.355,4073.4493218226607,48.687031681162274,13629.93017139076,13820.779828609238,10110740
development,48,60,1.4,7000,12795.194,3578.4877615553037,42.771109507638926,12711.364165786208,12879.02383421379,10110940
development,48,60,1.6,7000,11996.907714285715,3225.8758244017545,38.55659075485149,11921.338185039556,12072.477243531874,10111140
development,48,60,1.8,7000,11238.859285714285,2869.493765329789,34.29701042628836,11171.638380501365,11306.080190927205,10111340
