k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,batch_means_json,formula_mean,signed_relative_error,absolute_relative_error,simultaneous_ci_low,simultaneous_ci_high,uncertainty_aware_error_upper,formula_sha256
3,56,0.725,6000,303.617,75.45519791338891,0.9741224163444664,"[300.995,301.29,309.185,294.025,309.925,297.425,312.385,302.76,299.53,303.795,300.85,298.965,303.88,293.535,316.695,293.82,297.195,298.395,300.99,301.75,315.915,311.345,306.85,298.74,309.57,301.855,309.545,308.935,302.69,305.675]",305.4545195733905,0.006052097126941067,0.006052097126941067,299.5435232145904,307.69047678540966,0.019733347245720623,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,0.94,6000,1353.4276666666667,685.2936706286749,8.84710324535403,"[1349.625,1354.995,1250.36,1377.145,1375.825,1413.205,1315.36,1451.64,1292.84,1419.245,1336.6,1416.04,1363.87,1449.32,1295.45,1372.45,1301.225,1384.645,1430.755,1315.42,1288.51,1425.235,1354.025,1322.915,1362.695,1268.835,1328.855,1355.16,1394.715,1235.87]",1356.1976540893577,0.0020466460756732776,0.0020466460756732776,1316.431834229804,1390.4234991035294,0.030207276081878565,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,1.0,6000,3102.4096666666665,2203.116373337013,28.442110078970448,"[3027.0,3276.28,3260.105,3110.23,2755.84,3179.99,3036.035,3060.745,2828.105,3157.575,3231.47,3155.495,3058.57,2984.49,3344.22,3172.395,3035.97,2956.98,3116.975,3222.35,3102.945,3319.59,3012.475,2980.45,3338.79,2952.67,2905.71,3162.48,3353.59,2972.77]",3136.0,0.010827175306420488,0.010827175306420488,2983.4736138761705,3221.3457194571624,0.05112375903524913,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,1.06,6000,1519.8533333333332,732.14925179914,9.452006197187632,"[1474.08,1562.41,1507.005,1594.375,1563.33,1549.13,1612.13,1475.05,1551.27,1436.455,1483.555,1463.95,1490.825,1546.12,1493.245,1568.84,1425.415,1456.695,1550.02,1559.355,1524.335,1509.68,1588.04,1571.17,1509.82,1490.845,1529.06,1550.48,1507.51,1451.405]",1531.4801486948281,0.0076499587864804226,0.0076499587864804226,1480.3279850056786,1559.378681660988,0.034554615063197236,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,1.275,6000,466.56766666666664,111.89619094267748,1.4445736134167837,"[469.87,456.735,456.08,461.225,461.245,469.815,467.45,479.09,472.13,469.225,458.545,463.965,453.965,467.66,467.315,476.095,474.71,475.675,459.33,468.17,463.105,475.62,462.715,476.775,465.99,477.41,464.415,445.235,459.415,478.055]",465.287607361744,-0.0027435662528178728,0.0027435662528178728,460.52690938571754,472.60842394761573,0.015490237191970069,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,1.675,6000,209.91066666666666,30.72105114390001,0.39660706486103686,"[211.805,209.845,210.615,208.68,210.51,210.705,208.65,206.51,210.415,209.68,210.895,206.755,209.95,211.24,209.24,206.945,212.425,210.305,208.415,210.495,208.14,212.665,210.11,209.16,211.61,211.04,209.915,206.985,214.005,209.61]",210.04542440504434,0.0006419766108964761,0.0006419766108964761,208.25217935076694,211.56915398256638,0.008610930554810547,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,1.875,6000,165.2705,19.946419219748396,0.2575071648485236,"[165.91,162.48,165.495,165.32,164.685,166.345,168.47,165.56,163.625,165.435,166.62,165.325,163.495,164.21,167.2,163.845,166.355,165.465,167.76,162.87,163.69,164.42,165.42,163.43,169.25,165.835,163.975,165.015,166.56,164.05]",165.56826415508849,0.00180167758364915,0.00180167758364915,164.19368517622925,166.34731482377074,0.008371692110959561,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,112,0.325,6000,248.6365,24.041818482025313,0.31037854197808573,"[250.5,249.185,248.93,248.485,247.455,248.4,245.13,249.99,247.315,248.375,246.875,250.035,246.38,250.0,250.535,248.3,250.27,248.28,248.635,249.375,252.69,249.325,250.725,250.395,246.565,248.36,248.14,247.035,245.2,248.21]",248.88888888888866,0.0010150918665949933,0.0010150918665949933,247.33859353134326,249.93440646865676,0.006267907225521396,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,112,0.525,6000,353.1445,44.67372729097433,0.5767353393698512,"[348.54,349.34,347.745,351.805,353.38,351.86,351.75,357.055,345.185,360.71,355.64,350.255,355.675,353.72,357.695,353.5,359.725,350.265,351.44,357.215,350.12,355.0,356.595,354.23,354.78,350.29,354.76,350.61,350.13,355.32]",353.6842105263165,0.0015282993967526773,0.0015282993967526773,350.732772298399,355.55622770160096,0.008415062580483523,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,112,0.725,6000,611.8348333333333,107.00921322604937,1.3814830023841589,"[620.07,610.505,614.52,614.02,616.37,612.025,603.05,617.005,607.15,599.27,607.295,610.805,600.73,602.75,617.605,620.325,607.66,611.31,613.46,607.335,599.72,613.525,606.29,618.62,618.14,609.095,617.155,618.79,621.585,618.865]",610.9090909090601,-0.0015130593647794382,0.0015130593647794382,606.0579013530925,617.6117653135742,0.010852569172012272,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
