k,N,edge_count,base_repetitions,direct_repetitions,survival_product_mean,direct_mc_mean,direct_mc_sd,ci_low,ci_high,relative_error
5,20,1,50000,20000,456.33489999999995,458.6873,271.0658684784248,454.9305877622508,462.4440122377492,0.005154985954394559
5,20,2,50000,20000,315.027527938,315.7809,151.73448574038184,313.6780059592667,317.8837940407332,0.002391448350343061
5,20,5,50000,20000,213.9190952048447,214.81435,80.71810177819616,213.6956747405135,215.93302525948647,0.00418501580842055
5,20,10,50000,20000,169.3609664327801,170.4931,54.52657067646458,169.73741417170814,171.24878582829186,0.006684737286671408
