scenario_count,mean_absolute_relative_error,median_absolute_relative_error,p90_absolute_relative_error,p95_absolute_relative_error,max_absolute_relative_error,rms_relative_error,mean_signed_relative_error,fraction_point_error_within_03,fraction_point_error_within_05,fraction_point_error_within_10,fraction_simultaneous_upper_within_05,fraction_simultaneous_upper_within_10,max_uncertainty_aware_error_upper,simultaneous_z,runtime_seconds,formula_sha256
1728,0.008568930788300214,0.005378655540124653,0.018886121476178786,0.02863118613666264,0.06969611962135515,0.013273030917065432,0.000328034753355782,0.9525462962962963,0.9820601851851852,1.0,0.9438657407407407,1.0,0.09072952883211083,4.181688786811746,855.3832652000001,b30af3ee9fbd8944405c12a7fc655efd4e1f4e7cd3edcc899ce20e649f169854
