hotspot_weight,pooled_mean,pooled_standard_error,pooled_ci_low,pooled_ci_high,pooled_ci_halfwidth
0.0,0.012062336527283916,0.0018094592602921863,0.0072862604365546094,0.01683841261801322,0.004776076090729307
0.25,-0.0017129504581509848,0.0016732435419329022,-0.006129484529939096,0.002703583613637127,0.004416534071788112
0.5,-0.021600417122538296,0.0014152899708204842,-0.025336081549707096,-0.017864752695369496,0.003735664427168801
0.75,-0.025914540096758754,0.0010720819291638543,-0.02874430530979572,-0.023084774883721786,0.002829765213036969
1.0,-0.02440859097203228,0.001049155928111448,-0.02717784289920242,-0.021639339044862135,0.002769251927170145
