cell_id,date,mode,demand_kind,scale,primary_seed,replication_seed,primary_repetitions,replication_repetitions,total_repetitions,block_size,pooled_block_count,pooled_mean_difference,pooled_standard_error,pooled_simultaneous_critical,pooled_ci_low,pooled_ci_high,pooled_ci_halfwidth,precision_target,pooled_precision_gate_pass,edge_count,route_count,mean_route_length,second_moment_route_length,multi_channel_probability,maximum_absolute_drift,drift_l1,drift_l2,cross_covariance_frobenius,cross_covariance_spectral,positive_cross_covariance_mass,negative_cross_covariance_mass,maximum_absolute_cross_covariance
2023-07-16-primary-hotspot-N10,2023-07-16,primary,hotspot,10,202607232010,202607242010,20000,20000,40000,500,80,-0.0123635,0.005825357290884,3.405199776924186,-0.0322000053474219,0.0074730053474219,0.0198365053474219,0.03,True,30,930,1.8435210497539631,3.53056314926189,0.843521049753964,0.0030654273737926144,0.09196282121377813,0.016790037210200306,0.05747325094443644,0.05650724515480081,0.0,1.6952173546440243,0.001948525694993198
2023-07-16-primary-hotspot-N20,2023-07-16,primary,hotspot,20,202607232011,202607242011,20000,20000,40000,500,80,-0.0376511875,0.0042830036044049,3.405199776924186,-0.0522356704182853,-0.0230667045817146,0.0145844829182853,0.03,True,30,930,1.8435210497539631,3.53056314926189,0.843521049753964,0.0030654273737926144,0.09196282121377813,0.016790037210200306,0.05747325094443644,0.05650724515480081,0.0,1.6952173546440243,0.001948525694993198
2023-07-16-primary-hotspot-N40,2023-07-16,primary,hotspot,40,202607232012,202607242012,20000,20000,40000,500,80,-0.03602546875,0.003365889629079,3.405199776924186,-0.0474869953640914,-0.0245639421359085,0.0114615266140914,0.03,True,30,930,1.8435210497539631,3.53056314926189,0.843521049753964,0.0030654273737926144,0.09196282121377813,0.016790037210200306,0.05747325094443644,0.05650724515480081,0.0,1.6952173546440243,0.001948525694993198
2023-07-16-primary-hotspot-N80,2023-07-16,primary,hotspot,80,202607232013,202607242013,20000,20000,40000,500,80,-0.0221935859375,0.0016680372622328,3.405199776924186,-0.0278735860507566,-0.0165135858242433,0.0056800001132566,0.03,True,30,930,1.8435210497539631,3.53056314926189,0.843521049753964,0.0030654273737926144,0.09196282121377813,0.016790037210200306,0.05747325094443644,0.05650724515480081,0.0,1.6952173546440243,0.001948525694993198
2023-07-16-primary-uniform-N10,2023-07-16,primary,uniform,10,202607232000,202607242000,20000,20000,40000,500,80,-0.0018265,0.0060253707777607,3.405199776924186,-0.0223440912283165,0.0186910912283165,0.0205175912283165,0.03,True,30,930,1.935483870967742,3.806451612903227,0.9354838709677422,1.214306433183765e-17,2.229119666630197e-16,4.2292223921321433e-17,0.06343174711291452,0.062365591397849474,0.0,1.8709677419354844,0.002150537634408602
2023-07-16-primary-uniform-N20,2023-07-16,primary,uniform,20,202607232001,202607242001,20000,20000,40000,500,80,0.00617475,0.0059262492326566,3.405199776924186,-0.0140053125650394,0.0263548125650394,0.0201800625650394,0.03,True,30,930,1.935483870967742,3.806451612903227,0.9354838709677422,1.214306433183765e-17,2.229119666630197e-16,4.2292223921321433e-17,0.06343174711291452,0.062365591397849474,0.0,1.8709677419354844,0.002150537634408602
2023-07-16-primary-uniform-N40,2023-07-16,primary,uniform,40,202607232002,202607242002,20000,20000,40000,500,80,0.008100609375,0.0063211599233369,3.405199776924186,-0.013424202985849,0.029625421735849,0.021524812360849,0.03,True,30,930,1.935483870967742,3.806451612903227,0.9354838709677422,1.214306433183765e-17,2.229119666630197e-16,4.2292223921321433e-17,0.06343174711291452,0.062365591397849474,0.0,1.8709677419354844,0.002150537634408602
2023-07-16-primary-uniform-N80,2023-07-16,primary,uniform,80,202607232003,202607242003,20000,20000,40000,500,80,-6.046093749999884e-05,0.0054554110120767,3.405199776924186,-0.0186372252988534,0.0185163034238534,0.0185767643613534,0.03,True,30,930,1.935483870967742,3.806451612903227,0.9354838709677422,1.214306433183765e-17,2.229119666630197e-16,4.2292223921321433e-17,0.06343174711291452,0.062365591397849474,0.0,1.8709677419354844,0.002150537634408602
2026-07-22-hub-hotspot-N10,2026-07-22,hub,hotspot,10,202607260110,202607270110,55200,55200,110400,1380,80,-0.0157599637681159,0.0030623435105733,3.048829583229242,-0.0250965272571621,-0.0064234002790697,0.0093365634890461,0.03,True,34,934,1.8460673847096565,3.5382021541289705,0.8460673847096571,0.0034775828197514485,0.09012681614308463,0.01737310596083572,0.05779478347212357,0.05646448723606572,2.8956965827663176e-05,1.6983525713149008,0.002211021660717557
2026-07-22-hub-hotspot-N20,2026-07-22,hub,hotspot,20,202607260111,202607270111,55200,55200,110400,1380,80,-0.0280391304347826,0.0030072741155284,3.048829583229242,-0.0372077967230852,-0.01887046414648,0.0091686662883026,0.03,True,34,934,1.8460673847096565,3.5382021541289705,0.8460673847096571,0.0034775828197514485,0.09012681614308463,0.01737310596083572,0.05779478347212357,0.05646448723606572,2.8956965827663176e-05,1.6983525713149008,0.002211021660717557
2026-07-22-hub-hotspot-N40,2026-07-22,hub,hotspot,40,202607260112,202607270112,55200,55200,110400,1380,80,-0.0319930197010869,0.0018603334607892,3.048829583229242,-0.0376648593910126,-0.0263211800111613,0.0056718396899256,0.03,True,34,934,1.8460673847096565,3.5382021541289705,0.8460673847096571,0.0034775828197514485,0.09012681614308463,0.01737310596083572,0.05779478347212357,0.05646448723606572,2.8956965827663176e-05,1.6983525713149008,0.002211021660717557
2026-07-22-hub-hotspot-N80,2026-07-22,hub,hotspot,80,202607260113,202607270113,55200,55200,110400,1380,80,-0.017600338258605,0.001123770623547,3.048829583229242,-0.0210265233804393,-0.0141741531367707,0.0034261851218342,0.03,True,34,934,1.8460673847096565,3.5382021541289705,0.8460673847096571,0.0034775828197514485,0.09012681614308463,0.01737310596083572,0.05779478347212357,0.05646448723606572,2.8956965827663176e-05,1.6983525713149008,0.002211021660717557
2026-07-22-hub-uniform-N10,2026-07-22,hub,uniform,10,202607260100,202607270100,55200,55200,110400,1380,80,-0.0040864130434782,0.003462553795733,3.048829583229242,-0.0146431494894319,0.0064703234024754,0.0105567364459537,0.03,True,34,934,1.9268817204301074,3.780645161290323,0.9268817204301079,1.214306433183765e-17,2.1640675362810669e-16,4.126810167031348e-17,0.06306614321985024,0.06168462520024245,7.857944636376828e-34,1.8537634408602153,0.002150537634408603
2026-07-22-hub-uniform-N20,2026-07-22,hub,uniform,20,202607260101,202607270101,55200,55200,110400,1380,80,0.0046486413043478,0.0036045797737787,3.048829583229242,-0.0063411081450585,0.0156383907537542,0.0109897494494063,0.03,True,34,934,1.9268817204301074,3.780645161290323,0.9268817204301079,1.214306433183765e-17,2.1640675362810669e-16,4.126810167031348e-17,0.06306614321985024,0.06168462520024245,7.857944636376828e-34,1.8537634408602153,0.002150537634408603
2026-07-22-hub-uniform-N40,2026-07-22,hub,uniform,40,202607260102,202607270102,55200,55200,110400,1380,80,0.0024516417572463,0.0036754755175887,3.048829583229242,-0.0087542567332129,0.0136575402477057,0.0112058984904593,0.03,True,34,934,1.9268817204301074,3.780645161290323,0.9268817204301079,1.214306433183765e-17,2.1640675362810669e-16,4.126810167031348e-17,0.06306614321985024,0.06168462520024245,7.857944636376828e-34,1.8537634408602153,0.002150537634408603
2026-07-22-hub-uniform-N80,2026-07-22,hub,uniform,80,202607260103,202607270103,55200,55200,110400,1380,80,0.008163134057971,0.003282222472347,3.048829583229242,-0.0018438029144604,0.0181700710304024,0.0100069369724314,0.03,True,34,934,1.9268817204301074,3.780645161290323,0.9268817204301079,1.214306433183765e-17,2.1640675362810669e-16,4.126810167031348e-17,0.06306614321985024,0.06168462520024245,7.857944636376828e-34,1.8537634408602153,0.002150537634408603
