runtime_seconds,max_closed_form_relative_error,max_markov_relative_error,max_biased_k2_relative_error,fraction_exact_values_inside_mc_95ci,max_martingale_relative_gap,max_linear_system_residual,max_network_aggregation_relative_error,mc_95ci_bound_violation_count
32.867906900000435,0.007821249999999936,0.007915559722892861,0.003211844851433722,0.9310344827586207,0.011034402911633233,4.973799150320701e-14,0.006684737286671408,0
