scenario_count,mean_absolute_relative_error,median_absolute_relative_error,p90_absolute_relative_error,p95_absolute_relative_error,max_absolute_relative_error,rms_relative_error,mean_signed_relative_error,fraction_point_error_within_03,fraction_point_error_within_05,fraction_point_error_within_10,fraction_simultaneous_upper_within_05,fraction_simultaneous_upper_within_10,max_uncertainty_aware_error_upper,simultaneous_z,runtime_seconds,formula_sha256
1728,0.006733905592072924,0.004861169643105874,0.01589546466508169,0.019276155029018832,0.038129318501049655,0.00927405825247846,-0.0027558905223817563,0.9901620370370371,1.0,1.0,0.9895833333333334,1.0,0.06757480782065695,4.181688786811744,225.98153600000023,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
