split,k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,ci_low,ci_high,seed
calibration,8,80,0.85,5000,2142.1178,623.5235384841287,8.817954445831173,2124.834926868856,2159.400673131144,8270316
calibration,8,80,1.0,5000,9076.1122,4711.021490028151,66.62390483828918,8945.53174600753,9206.69265399247,8270466
calibration,8,80,1.15,5000,4775.789,1523.8238739167805,21.550123891610202,4733.5515333100675,4818.026466689932,8270616
calibration,8,80,1.3,5000,3274.5836,815.0578252263655,11.526658305534458,3251.991764859053,3297.175435140947,8270766
calibration,8,80,1.5,5000,2356.385,480.49993299908215,6.795295219666654,2343.0664661051364,2369.703533894864,8270966
calibration,8,80,1.7,5000,1867.7752,327.6893082196981,4.634226639289544,1858.6922826907964,1876.8581173092036,8271166
calibration,8,80,1.9,5000,1547.9744,242.51056228379792,3.429617262004722,1541.252473685714,1554.6963263142861,8271366
calibration,10,10,0.3,5000,69.9168,23.984872995004938,0.33919732681332176,69.25198545579362,70.58161454420637,8270594
calibration,10,10,0.5,5000,91.6766,35.33184513008143,0.49966774566626954,90.69726921425779,92.6559307857422,8270794
calibration,10,10,0.7,5000,124.893,54.38624388303297,0.76913763705916,123.38551793220981,126.4004820677902,8270994
calibration,10,10,0.85,5000,145.6362,66.90112556362811,0.9461247911010825,143.7818294845614,147.4905705154386,8271144
calibration,10,10,1.0,5000,154.9452,73.64477515439577,1.0414943982126363,152.90390848940302,156.98649151059698,8271294
calibration,10,10,1.15,5000,148.4348,68.70622867056252,0.971652804054167,146.53039549857647,150.33920450142352,8271444
calibration,10,10,1.3,5000,136.9022,58.655150843758825,0.8295090982628341,135.27639204255655,138.52800795744344,8271594
calibration,10,10,1.5,5000,124.3322,49.363245326435255,0.6981017102339503,122.96394579039564,125.70045420960436,8271794
calibration,10,10,1.7,5000,113.0498,42.00297810862938,0.5940118130128388,111.8855582401035,114.2140417598965,8271994
calibration,10,10,1.9,5000,104.1704,36.601279958205225,0.5176202651710837,103.1558829225966,105.1849170774034,8272194
calibration,10,20,0.3,5000,143.0264,36.45884189700071,0.5156058867915482,142.01583103167172,144.03696896832827,8270764
calibration,10,20,0.5,5000,200.664,61.170815571933865,0.8650859700325219,198.96846265520534,202.35953734479463,8270964
calibration,10,20,0.7,5000,321.0444,119.53416629576,1.6904683914242469,317.7311428358051,324.3576571641949,8271164
calibration,10,20,0.85,5000,492.1324,212.9658830980041,3.011792401999605,486.22939536316943,498.0354046368306,8271314
calibration,10,20,1.0,5000,626.4688,295.85192495378453,4.183978047238292,618.2683537153067,634.6692462846933,8271464
calibration,10,20,1.15,5000,558.9798,244.0397977308933,3.4512439170981617,552.2154862206246,565.7441137793753,8271614
calibration,10,20,1.3,5000,470.6838,183.39098087946851,2.593540123766493,465.60055476495813,475.7670452350419,8271764
calibration,10,20,1.5,5000,409.1688,138.6142816970101,1.9603019711451637,405.3266787377326,413.01092126226735,8271964
calibration,10,20,1.7,5000,357.219,109.91290555872715,1.5544032172098508,354.1724256768155,360.26557432318447,8272164
calibration,10,20,1.9,5000,320.1908,92.056133210625,1.3018703208609017,317.63918105857107,322.742418941429,8272364
calibration,10,40,0.3,5000,286.565,51.638771166028995,0.7302825052727893,285.1336725911257,287.9963274088743,8271104
calibration,10,40,0.5,5000,399.3172,87.12786487185042,1.2321740816238123,396.9021831773336,401.73221682266643,8271304
calibration,10,40,0.7,5000,667.337,189.87684238488592,2.685264056812842,662.0739791596669,672.6000208403331,8271504
calibration,10,40,0.85,5000,1278.0456,488.8618707839478,6.913550877897424,1264.4952892740357,1291.5959107259641,8271654
