k,N,p_bias,formula_mean,refined,repetitions,mc_mean,mc_sd,mc_se,signed_relative_error,absolute_relative_error,simultaneous_ci_low,simultaneous_ci_high,uncertainty_aware_error_upper
15,28,0.725,738.6096399803957,False,6000,742.807,247.0735706408482,3.1897060812666895,-0.005650673754561111,0.005650673754561111,729.4686418467419,756.1453581532581,0.02319093542502204
15,28,0.94,1459.1709350489518,False,6000,1441.6438333333333,596.3383675006982,7.698695220115741,0.012157719757377795,0.012157719757377795,1409.4502858582941,1473.8373808083725,0.03527662500020701
15,28,1.0,1510.5101661119454,False,6000,1519.6478333333334,648.7111150816239,8.374824484035909,-0.0060130163192775,0.0060130163192775,1484.626923696924,1554.6687429697429,0.02840384941003271
15,28,1.06,1446.470289890691,False,6000,1482.1888333333334,616.6311586674907,7.9606740275725825,-0.024098510688623943,0.024098510688623943,1448.8997720167697,1515.477894649897,0.04553521038005515
15,28,1.275,1242.842159183372,False,6000,1248.9116666666666,450.2413164860233,5.812590401749571,-0.0048598372849652256,0.0048598372849652256,1224.605222561341,1273.2181107719923,0.023857618212956844
15,28,1.675,970.3050963593306,False,6000,970.1605,285.63135907196454,3.687484989467698,0.00014904375031827077,0.00014904375031827077,954.7405853680062,985.5804146319937,0.016302345610797575
15,28,1.875,873.8583732164293,False,6000,880.0911666666667,241.15400832509664,3.11328486038088,-0.007081986146780713,0.007081986146780713,867.0723782758612,893.1099550574722,0.021555668181757137
15,56,0.325,611.9921002506238,False,6000,623.7881666666667,99.42345194723966,1.2835512453803752,-0.018910372216705332,0.018910372216705332,618.4207548165614,629.155578516772,0.027280181329093378
15,56,0.525,880.4964583918427,False,6000,881.5271666666666,166.3643675163106,2.1477547493100038,-0.0011692303014567155,0.0011692303014567155,872.5459247146554,890.5084086186779,0.011242959785596418
15,56,0.725,1527.2727272727273,False,6000,1526.9718333333333,383.1163327163668,4.9460105875684945,0.00019705271100982285,0.00019705271100982285,1506.289156319846,1547.6545103468206,0.01393063932302896
15,56,0.94,4946.4508948112625,False,6000,5055.313166666667,1992.6597348509995,25.725126559120028,-0.021534229090536254,0.021534229090536254,4947.738693395082,5162.887639938252,0.04192164544754218
15,56,1.0,6054.3172590406775,False,6000,6034.395666666666,2527.1920475873585,32.625909043245535,0.003301340096748357,0.003301340096748357,5897.964268660987,6170.827064672346,0.02650965371399039
15,56,1.06,5540.273172355601,False,6000,5615.46,2250.979096574541,29.060015178980713,-0.013389255313794288,0.013389255313794288,5493.940060381477,5736.979939618523,0.034287511780283775
15,56,1.275,4185.2265992609155,False,6000,4203.675166666667,1303.8918105523849,16.833170891752076,-0.0043886757835240485,0.0043886757835240485,4133.284084702142,4274.066248631192,0.020785744581925503
15,56,1.675,2883.9509821818624,False,6000,2905.3193333333334,697.296988765413,9.002065416163415,-0.00735490619096752,0.00735490619096752,2867.675497324417,2942.96316934225,0.020051962516940525
15,56,1.875,2517.0039585802892,False,6000,2540.4366666666665,571.4115404099231,7.376891266127862,-0.009223889890206774,0.009223889890206774,2509.5888031775703,2571.2845301557627,0.021110293683517467
15,112,0.325,1238.7777656792023,False,6000,1243.5435,139.0633664116097,1.7953003405990142,-0.0038323824786167266,0.0038323824786167266,1236.0361126967578,1251.0508873032422,0.009810249725729192
15,112,0.525,1768.421052631579,False,6000,1764.0555,240.76792135112592,3.1083004989796263,0.0024747252178738263,0.0024747252178738263,1751.0575546573755,1777.0534453426244,0.009916006431668123
15,112,0.725,3054.5454545454545,False,6000,3045.7901666666667,547.5648610129595,7.069031958905236,0.00287455385948983,0.00287455385948983,3016.229674990499,3075.3506583428343,0.012703203563261933
15,112,0.94,13178.810939355024,False,6000,13308.988166666666,4737.628607312957,61.16252232212973,-0.009781151330322804,0.009781151330322804,13053.225532899094,13564.750800434238,0.028451673514478415
15,112,1.0,24241.822225348504,False,6000,24229.361333333334,10365.602415152229,133.81935175763988,0.0005142889176375671,0.0005142889176375671,23669.770450629996,24788.952216036672,0.024168032212719792
15,112,1.06,20290.022922738,False,6000,20466.694666666666,7553.503620104252,97.51531242060402,-0.008632158089327654,0.008632158089327654,20058.915978174984,20874.47335515835,0.02799833186095313
15,112,1.275,12808.851309183858,False,6000,12838.920166666667,3307.4404117796107,42.698872111319446,-0.0023420082913885587,0.0023420082913885587,12660.366771949253,13017.47356138408,0.016026324249207136
15,112,1.675,7924.8202315593835,False,6000,7926.583166666666,1475.7250373339455,19.05152831058563,-0.00022240794932883905,0.00022240794932883905,7846.915604358664,8006.250728974669,0.01017086526163713
15,112,1.875,6746.081842424476,False,6000,6738.4705,1133.2653995750786,14.630393397957912,0.0011295356156083014,0.0011295356156083014,6677.290747981116,6799.650252018885,0.01030224638101318
16,14,0.325,165.49817554679157,False,6000,165.02566666666667,51.44825713033611,0.6641941435239624,0.002863244788941351,0.002863244788941351,162.24821346442647,167.80311986890686,0.02003080350143671
16,14,0.525,222.74805566126867,False,6000,224.25766666666667,78.14349626738218,1.0088281988599754,-0.006731591511838316,0.006731591511838316,220.03906109967443,228.4762722336589,0.025071384946845132
16,14,0.725,308.6983076447803,False,6000,310.33633333333336,118.72233732025896,1.5326987842139408,-0.005278227241261009,0.005278227241261009,303.92706401382594,316.7456026528408,0.025406177514895045
16,14,0.94,387.00341450553526,False,6000,387.74316666666664,162.28287389154357,2.095062893188756,-0.001907840613906485,0.001907840613906485,378.98226565855384,396.50406767477944,0.0239610484325139
16,14,1.0,390.3295900449453,False,6000,391.339,165.4410515438132,2.135834791360771,-0.0025793748005046957,0.0025793748005046957,382.40760360248424,400.27039639751575,0.024835227491313283
16,14,1.06,382.7419402541062,False,6000,387.53833333333336,160.10052225636247,2.0668888547266726,-0.012376564243263152,0.012376564243263152,378.89524738593667,396.18141928073004,0.03392253743505502
16,14,1.275,356.5070694312898,False,6000,362.95466666666664,141.38239556318445,1.8252388782104092,-0.017764194340276273,0.017764194340276273,355.3220857164013,370.58724761693196,0.03799423287278514
16,14,1.675,313.1376952712148,False,6000,311.9153333333333,110.70812171166294,1.4292357055972478,0.003918890183494733,0.003918890183494733,305.9387144095263,317.8919522571403,0.02353079398788349
16,14,1.875,294.35512644688777,False,6000,293.6091666666667,96.92082175804089,1.2512424285654327,0.002540655622881047,0.002540655622881047,288.3768602335515,298.84147309978187,0.02073074174014722
16,28,0.325,329.9700948217786,False,6000,331.9986666666667,73.8743385838801,0.9537136101581855,-0.0061101806981797005,0.0061101806981797005,328.01053315723846,335.9868001760949,0.017907564675644583
16,28,0.525,471.5789473684211,False,6000,469.8881666666667,127.8680388755006,1.6507692835900547,0.0035982619305964364,0.0035982619305964364,462.9851632638649,476.7911700694685,0.01856168358392618
16,28,0.725,785.1510251856866,False,6000,789.5196666666667,266.4531869391455,3.4398958518640073,-0.005533290259157629,0.005533290259157629,775.1350927551267,803.9042405782067,0.02332767318036766
16,28,0.94,1520.5281218654802,False,6000,1500.506,603.0110070939387,7.784838626848623,0.013343580009330272,0.013343580009330272,1467.9522276069683,1533.0597723930318,0.03581580740145762
16,28,1.0,1568.0561149251,False,6000,1575.1821666666667,650.3233452605486,8.39563828614667,-0.004523954049484032,0.004523954049484032,1540.0742201873597,1610.2901131459737,0.02622757096754602
16,28,1.06,1506.3664877045467,False,6000,1537.778,616.9759351871838,7.9651250733023655,-0.020426558511991554,0.020426558511991554,1504.4703257954184,1571.0856742045817,0.04119392567996105
16,28,1.275,1309.120616467449,False,6000,1314.2268333333334,463.32825537122505,5.9815420562669726,-0.003885339072657042,0.003885339072657042,1289.213885988799,1339.2397806778679,0.02248974727675257
16,28,1.675,1038.8016091746274,False,6000,1028.9153333333334,306.3833012520481,3.955391411017441,0.009608444466723893,0.009608444466723893,1012.3751174224302,1045.4555492442364,0.026103458389495682
16,28,1.875,940.7167000517647,False,6000,946.2231666666667,260.61953134788695,3.3645836820224932,-0.005819416400784146,0.005819416400784146,932.1535248112634,960.2928085220699,0.02038556187922891
16,56,0.325,652.6557823351839,False,6000,664.5788333333334,105.37763136851054,1.360419371176752,-0.01794076248012138,0.01794076248012138,658.8899829035221,670.2676837631446,0.02627592207501439
16,56,0.525,939.4292254015252,False,6000,942.9358333333333,180.83590255601283,2.3345814633194166,-0.003718819253492677,0.003718819253492677,933.173340206272,952.6983264603947,0.013927914734739644
16,56,0.725,1629.090909090909,False,6000,1634.6743333333334,414.416203921735,5.350090187291255,-0.0034156187128961493,0.0034156187128961493,1612.301921188706,1657.0467454779607,0.01687087975239232
16,56,0.94,5198.3433691205355,False,6000,5245.717833333333,2019.9530667684576,26.07748195904945,-0.009031073671512001,0.009031073671512001,5136.66991943689,5354.765747229776,0.02921180598612816
16,56,1.0,6285.699969191038,False,6000,6339.473666666667,2628.048685930779,33.927962645440644,-0.008482359940758853,0.008482359940758853,6197.59748571286,6481.349847620473,0.030186594309712378
16,56,1.06,5790.249513655854,False,6000,5904.7283333333335,2334.186739920357,30.134221235499087,-0.019387652270338118,0.019387652270338118,5778.716398293543,6030.740268373124,0.0398774850209469
16,56,1.275,4459.844092391261,False,6000,4424.892833333333,1388.387374353972,17.92400392985859,0.007898780913886825,0.007898780913886825,4349.940227085074,4499.8454395815925,0.025265603564358585
16,56,1.675,3129.4078432417605,False,6000,3137.889833333333,781.9240682901383,10.094596314954854,-0.0027030872790592547,0.0027030872790592547,3095.6773731156954,3180.102293550971,0.015941138249551012
16,56,1.875,2743.6087423966123,False,6000,2774.5903333333335,617.487434659105,7.971728503090181,-0.011166185712000438,0.011166185712000438,2741.255045640454,2807.9256210262133,0.022905478032603677
16,112,0.325,1320.2143511982722,False,6000,1327.2556666666667,147.26353495013586,1.901164061218367,-0.00530516888737675,0.00530516888737675,1319.3055902299805,1335.205743103353,0.011227776679747503
16,112,0.525,1886.3157894736844,False,6000,1882.3461666666667,259.417077705651,3.349060072252606,0.002108869705962348,0.002108869705962348,1868.3414397161691,1896.3508936171643,0.00962048444434549
16,112,0.725,3258.181818181818,False,6000,3244.900666666667,584.4780953182706,7.545579764635644,0.004092930070735947,0.004092930070735947,3213.3474003748966,3276.4539329584372,0.013952558569201301
16,112,0.94,13978.614875963713,False,6000,14198.263333333334,4965.616595887341,64.10583459840946,-0.015470093222876902,0.015470093222876902,13930.192683623956,14466.333983042712,0.033714077640589424
16,112,1.0,25169.750895745423,False,6000,25338.552,10756.661976550886,138.86790898654712,-0.006661829146929026,0.006661829146929026,24757.849622142963,25919.254377857036,0.028916861233165614
16,112,1.06,21344.703175675313,False,6000,21328.192166666668,7784.128759340741,100.49267016553631,0.0007741401089985563,0.0007741401089985563,20907.963094678675,21748.42123865466,0.020888695805465263
16,112,1.275,13837.270085138422,False,6000,13907.274333333333,3613.1507018676866,46.64557498557063,-0.0050336425756068665,0.0050336425756068665,13712.217055461786,14102.33161120488,0.018795581707627407
16,112,1.675,8704.675864492932,False,6000,8722.452166666666,1668.80508641604,21.54418102585184,-0.002037993655232279,0.002037993655232279,8632.361106449818,8812.543226883514,0.012240208032287647
16,112,1.875,7441.405991589435,False,6000,7431.8465,1301.241915001963,16.798960887298833,0.001286287545017959,0.001286287545017959,7361.598473627493,7502.094526372506,0.010841058263072467
17,14,0.325,175.68236086538283,False,6000,174.21916666666667,53.84331883470853,0.6951142571712077,0.008398583386153456,0.008398583386153456,171.31241517190085,177.12591816143248,0.025508633972015637
17,14,0.525,235.54668499200224,False,6000,236.23483333333334,81.60765071209939,1.0535502404369093,-0.0029129842183777594,0.0029129842183777594,231.8292141065555,240.64045256011119,0.021167544832623397
17,14,0.725,323.82773762444225,False,6000,327.00483333333335,125.03087324010319,1.6141416327356342,-0.00971574541117721,0.00971574541117721,320.25499536739676,333.75467129926994,0.02974320519974516
17,14,0.94,401.17195488618967,False,6000,402.4338333333333,162.98114235732788,2.1040775003193035,-0.003135617193742388,0.003135617193742388,393.6352360436652,411.23243062300145,0.024464208043053715
17,14,1.0,404.4463755454211,False,6000,409.2083333333333,167.35584222511235,2.160554632761254,-0.011637001009051287,0.011637001009051287,400.1735662522214,418.2431004144452,0.03298733405369425
17,14,1.06,397.1125950336224,False,6000,399.9646666666667,165.0571710948781,2.130878916075237,-0.007130808970736401,0.007130808970736401,391.0539941972613,408.87533913607206,0.02876853401651358
17,14,1.275,371.75741411161124,False,6000,375.63916666666665,144.57327855261082,1.8664330004695586,-0.010333726883437555,0.010333726883437555,367.8343247172677,383.4440086160656,0.030477968730386218
17,14,1.675,329.55120208686697,False,6000,330.5421666666667,115.04144895559102,1.4851787197619155,-0.0029979974712244237,0.0029979974712244237,324.33161146782686,336.7527218655065,0.02138518655096633
17,14,1.875,311.0699206407248,False,6000,310.64416666666665,100.90954698186013,1.302736649780264,0.001370551968274929,0.001370551968274929,305.1965274261118,316.0918059072215,0.01924462661533699
17,28,0.325,350.9426398896634,False,6000,353.6338333333333,79.10245648361695,1.021208322017151,-0.007610113032180456,0.007610113032180456,349.36345794415536,357.90420872251127,0.01945092754761457
17,28,0.525,501.0526315789474,False,6000,497.0896666666667,135.47591266977255,1.7489865119409316,0.007972334124052825,0.007972334124052825,489.77594938139833,504.40338395193504,0.023024164848828965
17,28,0.725,831.4347707503206,False,6000,837.224,280.68438879226125,3.6236198777761186,-0.00691479132189171,0.00691479132189171,822.0711493894355,852.3768506105646,0.024569038735910098
17,28,0.94,1581.053570037771,False,6000,1557.4648333333334,619.9806223520116,8.003915417802169,0.015145598282275255,0.015145598282275255,1523.9949499801205,1590.9347166865464,0.037440163471929244
17,28,1.0,1625.1227143758747,False,6000,1640.243,668.7397930207694,8.63339360438545,-0.009218320470884646,0.009218320470884646,1604.140834772409,1676.3451652275908,0.03055602862359308
17,28,1.06,1565.5411713971032,False,6000,1602.6711666666667,646.2845144729836,8.343497204885372,-0.023167569269239914,0.023167569269239914,1567.7812579622025,1637.561075371131,0.04397998038497919
17,28,1.275,1374.062165015948,False,6000,1380.699,485.58485819482127,6.2688735631967765,-0.0048068659309900485,0.0048068659309900485,1354.4845217148395,1406.9134782851606,0.02334991723105384
17,28,1.675,1106.2411223257955,False,6000,1102.2745,331.86823023120104,4.284400429402568,0.0035985794153774488,0.0035985794153774488,1084.3584707661557,1120.1905292338442,0.02018027446604309
17,28,1.875,1006.9078376102387,False,6000,1009.312,282.1343438044938,3.6423387164932075,-0.0023819813791585436,0.0023819813791585436,994.0808730314701,1024.54312696853,0.017212832621767205
17,56,0.325,693.3324183570218,False,6000,706.3558333333333,111.45969268374292,1.43893844512511,-0.01843747069356431,0.01843747069356431,700.3386405724412,712.3730260942253,0.026728423227362685
17,56,0.525,998.4056230412406,False,6000,1000.4645,191.39682563693157,2.4709223940293357,-0.002057921054429687,0.002057921054429687,990.1318715318056,1010.7971284681945,0.012259141896982406
17,56,0.725,1730.9090909090908,False,6000,1734.0515,431.7981667290268,5.574490362214714,-0.001812177487755853,0.001812177487755853,1710.7407161601366,1757.3622838398635,0.015052782897429728
17,56,0.94,5446.754653344657,False,6000,5554.944166666667,2122.954765856372,27.407228176377984,-0.019476255759908266,0.019476255759908266,5440.335667923917,5669.552665409417,0.039297282380685306
17,56,1.0,6515.165281891879,False,6000,6548.471666666666,2730.4080861506227,35.24941682003809,-0.0050861310043265285,0.0050861310043265285,6401.06957560866,6695.873757724673,0.026988035075231176
17,56,1.06,6036.400348766704,False,6000,6130.089833333333,2403.746847995475,31.032238369283487,-0.015283541858910107,0.015283541858910107,6000.322670114831,6259.856996551835,0.035696765582379886
17,56,1.275,4729.597280420021,False,6000,4738.1866666666665,1479.1503438727425,19.095748827853686,-0.0018128003075674908,0.0018128003075674908,4658.334187917457,4818.039145415876,0.018356402330189314
17,56,1.675,3374.8444005632205,False,6000,3381.8815,829.8885366651946,10.713814939042473,-0.002080823777172411,0.002080823777172411,3337.0796602054297,3426.68333979457,0.015128021498028943
17,56,1.875,2971.6430104932624,False,6000,2999.783,677.6944155476548,8.748997284112786,-0.009380675037740227,0.009380675037740227,2963.1974161611793,3036.3685838388205,0.02131677085913164
17,112,0.325,1401.5807631157468,False,6000,1408.2458333333334,156.6356383027289,2.0221573952301255,-0.004732888292529382,0.004732888292529382,1399.7898004285312,1416.7018662381356,0.010673454650371061
17,112,0.525,2004.2105263157896,False,6000,1999.8561666666667,271.47251984957484,3.5046951611012194,0.0021773364113383646,0.0021773364113383646,1985.2006222102964,2014.511711123037,0.009575810068167323
17,112,0.725,3461.8181818181815,False,6000,3468.8215,624.3954982707622,8.060911220831814,-0.0020189329954909715,0.0020189329954909715,3435.1132779363625,3502.5297220636376,0.011623467458106052
17,112,0.94,14772.929348276419,False,6000,14838.144,4985.371779773409,64.36087292571614,-0.004395067989876732,0.004395067989876732,14569.006859377118,15107.281140622883,0.022131830951858444
17,112,1.0,26090.009976344278,False,6000,26131.068833333335,10567.8649727894,136.4305501486068,-0.0015712658847188607,0.0015712658847188607,25560.558731598347,26701.578935068323,0.02290385000120143
17,112,1.06,22379.95356105008,False,6000,22631.661333333333,8135.444599166615,105.02813815521792,-0.011121930846169192,0.011121930846169192,22192.466345709945,23070.856320956722,0.029946992443408038
17,112,1.275,14859.329936903088,False,6000,14849.904666666667,3886.5438687586584,50.175065593356095,0.000634702407051663,0.000634702407051663,14640.088157497386,15059.721175835948,0.014975441202751627
17,112,1.675,9494.943663329961,False,6000,9516.606,1837.9897143697572,23.728345180848656,-0.0022762670504630237,0.0022762670504630237,9417.381445027646,9615.830554972354,0.012571653686210382
17,112,1.875,8149.442169516735,False,6000,8120.574833333333,1397.109631806748,18.03660778937837,0.003554839007813467,0.003554839007813467,8045.151352788368,8195.998313878297,0.012963188901625955
18,14,0.325,185.8364612815073,False,6000,186.671,57.06661772708981,0.7367268669380127,-0.0044706393520830496,0.0044706393520830496,183.59023752158237,189.75176247841762,0.020633806747147543
18,14,0.525,248.25189901371678,False,6000,248.16633333333334,86.27460934669719,1.1138004173343632,0.00034479165338075374,0.00034479165338075374,243.50876661742,252.82390004924667,0.019478281879472537
18,14,0.725,338.75995604265285,False,6000,341.54516666666666,128.09172445927715,1.6536570520592322,-0.008154735876359391,0.008154735876359391,334.6300875148384,348.4602458184949,0.0278375794434087
18,14,0.94,415.2060982706562,False,6000,419.2485,168.92911310751782,2.180865472516685,-0.009642018347933969,0.009642018347933969,410.12879930803206,428.3682006919679,0.03072614260360651
18,14,1.0,418.44633139297235,False,6000,419.1095,169.5377047993792,2.188722357474083,-0.0015823277855254328,0.0015823277855254328,409.9569442603065,428.26205573969355,0.022919901997312087
18,14,1.06,411.3428606518009,False,6000,423.14366666666666,169.26603968877183,2.1852151759769898,-0.027888414608275135,0.027888414608275135,414.00577686851284,432.2815564648205,0.04843763399080758
18,14,1.275,386.7784897923582,False,6000,390.96316666666667,148.9796618107466,1.9233191637221154,-0.010703506701121836,0.010703506701121836,382.92044448626973,399.0058888470636,0.030644658127820468
18,14,1.675,345.6421220999225,False,6000,347.46666666666664,122.26060484938957,1.5783776215964385,-0.0052509916540985895,0.0052509916540985895,340.8663826650822,354.0669506682511,0.023794450604406547
18,14,1.875,327.45950735913163,False,6000,327.8321666666667,107.6330160452454,1.389536262151037,-0.0011367380795002094,0.0011367380795002094,322.0215584603614,333.642774872972,0.018532598274290546
18,28,0.325,371.93820390238943,False,6000,373.681,84.21385417221498,1.087196182429762,-0.004663860612689837,0.004663860612689837,369.1346839148689,378.22731608513106,0.01662786349710943
18,28,0.525,530.5263157894738,False,6000,527.898,144.47047293106235,1.8651057856023796,0.004978832633337749,0.004978832633337749,520.0987080501288,535.6972919498712,0.020049285987343568
18,28,0.725,877.4753582260581,False,6000,887.0506666666666,295.75521346310023,3.818183387655356,-0.010794545114982373,0.010794545114982373,871.0842120085174,903.0171213248159,0.028284915640675146
18,28,0.94,1640.81816415483,False,6000,1623.2863333333332,646.3861881238298,8.344809806073624,0.010800208479237286,0.010800208479237286,1588.3909357391985,1658.181730927468,0.033006501885653794
18,28,1.0,1681.7219952149512,False,6000,1678.183,684.4176123457189,8.835793381553376,0.002108825566074277,0.002108825566074277,1641.2344618937727,1715.1315381062273,0.02466895148817505
18,28,1.06,1624.0465560840676,False,6000,1649.9193333333333,659.5515450159887,8.514773832707652,-0.015681237698448515,0.015681237698448515,1614.3131990748616,1685.525467591805,0.03647462627519682
18,28,1.275,1437.8175971597043,False,6000,1440.8258333333333,506.3217219453041,6.536585323057417,-0.0020878555228771205,0.0020878555228771205,1413.491867783866,1468.1597988828007,0.020666825059632687
18,28,1.675,1172.6744569420184,False,6000,1178.4766666666667,348.14392687679106,4.494518769590215,-0.004923482907014081,0.004923482907014081,1159.6819879257564,1197.271345407577,0.020544121898436685
18,28,1.875,1072.415291857607,False,6000,1076.3223333333333,300.9108760532096,3.884742705489217,-0.003629992015148845,0.003629992015148845,1060.0775483221403,1092.5671183445263,0.018444474621800544
18,56,0.325,734.022461576132,False,6000,748.1571666666666,117.28454605259246,1.514136978763958,-0.018892694904615204,0.018892694904615204,741.8255170408723,754.4888162924609,0.0271261207248904
18,56,0.525,1057.4242148181688,False,6000,1057.9825,204.28571487657618,2.637317238616854,-0.0005276884842908573,0.0005276884842908573,1046.9540600760106,1069.0109399239896,0.01083873389232537
18,56,0.725,1832.7272727272725,False,6000,1843.9316666666666,471.3199876435834,6.084714876260946,-0.006076360714412281,0.006076360714412281,1818.4872826976596,1869.3760506356737,0.01960481835419836
18,56,0.94,5691.985224141356,False,6000,5722.879,2210.3357702836083,28.535312092783194,-0.005398292687761439,0.005398292687761439,5603.553205393435,5842.204794606565,0.0257128217422109
18,56,1.0,6742.761320145926,False,6000,6781.027166666667,2766.655085987911,35.71736357577076,-0.0056430752421761455,0.0056430752421761455,6631.668267907388,6930.386065425945,0.027072769613230352
18,56,1.06,6279.092994632556,False,6000,6398.678833333333,2409.81644672434,31.110596551933675,-0.018689145340098325,0.018689145340098325,6268.584000581088,6528.773666085579,0.0382431194927183
18,56,1.275,4994.876002214669,False,6000,4998.2565,1565.4114081780203,20.209374379455245,-0.0006763353952186125,0.0006763353952186125,4913.747185768952,5082.765814231049,0.017291729587521232
18,56,1.675,3619.971632204629,False,6000,3643.9628333333335,909.4952028676744,11.74153258054013,-0.0065838215772246545,0.0065838215772246545,3594.863398201304,3693.062268465363,0.01979133600991434
18,56,1.875,3200.7636621318466,False,6000,3245.7361666666666,744.4575887240815,9.610906143620326,-0.013855871896392077,0.013855871896392077,3205.5463482147893,3285.925985118544,0.025917298007436695
18,112,0.325,1482.8824602017933,False,6000,1489.9355,164.08666026959577,2.118349675196462,-0.004733788676225771,0.004733788676225771,1481.0772209166846,1498.7937790833155,0.010616082815111394
18,112,0.525,2121.1089206839147,False,6000,2123.3098333333332,290.3115337605643,3.7479057848886597,-0.001036548041584402,0.001036548041584402,2107.6372577386373,2138.982408928029,0.008356070704233609
18,112,0.725,3665.454545454545,False,6000,3682.043833333333,679.6199799384168,8.773856213504358,-0.004505456379580886,0.004505456379580886,3645.3542971882234,3718.733369478443,0.014327142801144221
18,112,0.94,15562.105274477937,False,6000,15929.071166666667,5476.083738337723,70.69593707006419,-0.02303749467556187,0.02303749467556187,15633.44275934763,16224.699573985703,0.04083861747247097
18,112,1.0,27002.791959155948,False,6000,27200.46416666667,10789.032119088677,139.28580572975787,-0.007267236555211514,0.007267236555211514,26618.0142746845,27782.914058648836,0.02807920356540261
18,112,1.06,23397.80757272497,False,6000,23658.088833333335,8548.411943010227,110.35952363933066,-0.011001787272082524,0.011001787272082524,23196.59965081286,24119.57801585381,0.029924671263088398
18,112,1.275,15874.664964470658,False,6000,15918.285333333333,4150.2069070284615,53.57894078078742,-0.0027402680596089915,0.0027402680596089915,15694.234877461064,16142.335789205603,0.016581914056944425
18,112,1.675,10294.325281986195,False,6000,10348.3035,2041.981857748083,26.361872427720026,-0.005216141758289609,0.005216141758289609,10238.066353669641,10458.540646330359,0.015701556258882254
18,112,1.875,8868.929167116097,False,6000,8884.765333333333,1590.6696064543714,20.535456317053622,-0.0017823955527359178,0.0017823955527359178,8798.892445920248,8970.638220746418,0.011337995260481848
19,14,0.325,195.9614526255519,False,6000,194.54583333333332,59.533172257759524,0.7685699490040001,0.007276533596034836,0.007276533596034836,191.33191299570282,197.75975367096382,0.024196379774622745
19,14,0.525,260.8691906003058,False,6000,262.43083333333334,91.34314868181087,1.1792349787826717,-0.005950683131215733,0.005950683131215733,257.49963964554166,267.362027021125,0.024284811471399492
19,14,0.725,353.51053994498847,False,6000,354.7588333333333,131.8471436304916,1.7021393050863707,-0.0035187098136946035,0.0035187098136946035,347.6410164876621,361.8766501790045,0.023118679334181103
19,14,0.94,429.11159254415503,False,6000,433.32166666666666,175.21124020356447,2.2619673845891755,-0.009715817247029638,0.009715817247029638,423.8628230183962,442.7805103149371,0.030870640085444934
19,14,1.0,432.3319770225369,False,6000,433.97816666666665,173.30890538598,2.2374083476977917,-0.0037932545242401446,0.0037932545242401446,424.6220212675798,443.3343120657535,0.02481724230175264
19,14,1.06,425.4387792358702,False,6000,429.1105,169.30186593789117,2.1856776908643107,-0.008556585690934657,0.008556585690934657,419.97067610852815,438.25032389147185,0.029233394608452867
19,14,1.275,401.5913296701456,False,6000,404.15416666666664,151.564111888801,1.956684270760146,-0.006341236112096698,0.006341236112096698,395.971921992298,412.3364113410353,0.026059017286258035
19,14,1.675,361.4433145091301,False,6000,361.9531666666667,123.8388858621589,1.598753141856742,-0.0014086136121751202,0.0014086136121751202,355.2676785804843,368.63865475284905,0.019518680829993196
19,14,1.875,343.55352044739396,False,6000,344.4071666666667,112.55293158794397,1.4530520986897657,-0.0024785959814213657,0.0024785959814213657,338.33095499892244,350.48337833441093,0.01977228683411314
19,28,0.325,392.95521734321756,False,6000,392.7795,88.53397798186232,1.1429687409908231,0.00044736892637617414,0.00044736892637617414,387.99996043212235,397.5590395678776,0.012771282001102335
19,28,0.525,560.0,False,6000,558.5711666666666,151.6516193041752,1.9578139866348592,0.0025580148396489974,0.0025580148396489974,550.3841978720924,566.7581354612408,0.017471072325630832
19,28,0.725,923.2854231977882,False,6000,936.0346666666667,311.25675884475714,4.018307478000809,-0.013620482149747825,0.013620482149747825,919.231355343949,952.8379779893844,0.03101529900598221
19,28,0.94,1699.8785348557944,False,6000,1673.4996666666666,658.7989470812281,8.505057835148593,0.015762697008282152,0.015762697008282152,1637.9341616862403,1709.065171647093,0.03781859773031604
19,28,1.0,1737.8640351820802,False,6000,1739.6258333333333,686.2735208283967,8.859753057038365,-0.0010127454522086755,0.0010127454522086755,1702.5771033207948,1776.6745633458718,0.02184447786020116
19,28,1.06,1681.9242647272577,False,6000,1722.7868333333333,673.3570412573164,8.693002022803624,-0.02371887677305541,0.02371887677305541,1686.4354042508437,1759.138262415823,0.043893080685157404
19,28,1.275,1500.5073704471424,False,6000,1512.198,533.2113985358791,6.883729555124752,-0.007730885474559331,0.007730885474559331,1483.4123853078904,1540.9836146921098,0.026266498786266856
19,28,1.675,1238.152527468465,False,6000,1249.716,373.70231590686234,4.824476153154737,-0.009252880279627451,0.009252880279627451,1229.541542168112,1269.8904578318877,0.024992652057256648
19,28,1.875,1137.2343785131768,False,6000,1139.2698333333333,324.4034765934389,4.1880308743272545,-0.0017866310162896505,0.0017866310162896505,1121.7567915873376,1156.782875079329,0.01689901967541796
19,56,0.325,774.7262981964401,False,6000,789.4625,125.09480156523868,1.614966943864303,-0.018666120054543288,0.018666120054543288,782.709210839771,796.215789160229,0.02698953130087245
19,56,0.525,1116.4837365213853,False,6000,1118.3451666666667,212.66458504162694,2.74548798731444,-0.0016644504762600642,0.0016644504762600642,1106.8643903357877,1129.8259429975458,0.011809081353506778
19,56,0.725,1934.5454545454543,False,6000,1933.849,489.2115331698185,6.315693735797681,0.0003601390519396003,0.0003601390519396003,1907.4387343240776,1960.2592656759223,0.014211056813304257
