anchor_id,block_index,slope
2026-07-22-primary,13,-0.4964999999999999
2026-07-22-primary,14,1.3290000000000004
2026-07-22-primary,15,-1.4895
2026-07-22-primary,16,-0.901375
2026-07-22-primary,17,-1.54075
2026-07-22-primary,18,-1.1518750000000002
2026-07-22-primary,19,-0.35974999999999996
2026-07-22-primary,20,1.1804999999999999
2026-07-22-primary,21,-1.289125
2026-07-22-primary,22,-0.27224999999999977
2026-07-22-primary,23,-0.807625
2026-07-22-primary,24,-2.2498750000000003
2026-07-22-primary,25,1.077
2026-07-22-primary,26,0.80575
2026-07-22-primary,27,-0.5393750000000002
2026-07-22-primary,28,-0.621875
2026-07-22-primary,29,0.893375
2026-07-22-primary,30,0.9491250000000001
2026-07-22-primary,31,-0.6330000000000001
2026-07-22-primary,32,1.64975
2026-07-22-primary,33,1.1231250000000002
2026-07-22-primary,34,-1.7971250000000003
2026-07-22-primary,35,1.5654999999999997
2026-07-22-primary,36,0.44525
2026-07-22-primary,37,-1.1855000000000002
2026-07-22-primary,38,0.30225
2026-07-22-primary,39,0.02774999999999994
2026-07-22-hub,0,-0.4371250000000001
2026-07-22-hub,1,-0.685125
2026-07-22-hub,2,-1.257125
2026-07-22-hub,3,-1.0455
2026-07-22-hub,4,-0.9155000000000001
2026-07-22-hub,5,-0.24125000000000008
2026-07-22-hub,6,-1.6691250000000002
2026-07-22-hub,7,-0.36887500000000006
2026-07-22-hub,8,0.465125
2026-07-22-hub,9,-0.7176250000000001
2026-07-22-hub,10,0.3415
2026-07-22-hub,11,-0.10812499999999999
2026-07-22-hub,12,-2.3822500000000004
2026-07-22-hub,13,-0.7081250000000001
2026-07-22-hub,14,0.4431250000000001
2026-07-22-hub,15,-0.8728750000000001
2026-07-22-hub,16,-0.381375
2026-07-22-hub,17,2.1666250000000002
2026-07-22-hub,18,-0.32912500000000006
2026-07-22-hub,19,-0.15262500000000004
2026-07-22-hub,20,-1.43425
2026-07-22-hub,21,-0.102625
2026-07-22-hub,22,0.5721250000000001
2026-07-22-hub,23,1.0230000000000004
2026-07-22-hub,24,1.027375
2026-07-22-hub,25,0.124875
2026-07-22-hub,26,-1.1676250000000001
2026-07-22-hub,27,-1.2592500000000002
2026-07-22-hub,28,1.7222500000000003
2026-07-22-hub,29,0.5158750000000001
2026-07-22-hub,30,0.706375
2026-07-22-hub,31,-0.824625
2026-07-22-hub,32,-0.7566250000000001
2026-07-22-hub,33,-1.319375
2026-07-22-hub,34,-0.68225
2026-07-22-hub,35,-1.5937500000000002
2026-07-22-hub,36,-0.9826249999999999
2026-07-22-hub,37,0.2866250000000001
2026-07-22-hub,38,0.6358750000000001
2026-07-22-hub,39,0.4787499999999999
