cell_id,date,mode,source,source_sha256,claim_boundary,hotspot_weight,scale,seed,repetitions,node_count,channel_count,route_count,increment_sha256,maximum_absolute_drift,mean_correlated,mean_proxy,mean_difference,relative_mean_difference,normalized_mean_difference,paired_standard_error,simultaneous_critical,normalized_ci_low,normalized_ci_high,normalized_ci_halfwidth,correlated_q10,correlated_median,correlated_q90,proxy_q10,proxy_median,proxy_q90,maximum_stopping_time,block_size,block_count,block_mean_difference,block_standard_error,block_simultaneous_critical,block_ci_low,block_ci_high,block_ci_halfwidth,censored_count,runtime_seconds,raw_file,raw_sha256
2022-05-31-primary-lambda0-N40,2022-05-31,primary,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.0,40,202607291000,80,31,30,930,3d6e6e0f6ae5c14487992695d362adcda9b5f11abc02f307a642a535675be1e2,1.214306433183765e-17,4048.2625,3903.75,144.5125,0.0370188920909382,0.0903203125,224.10472164558456,3.3477285178835148,-0.37858079227829405,0.5592214172782941,0.46890110477829405,2392.2,3947.5,6168.000000000002,2197.5,3956.5,5682.400000000001,7735,2,40,0.09032031250000001,0.14916943636056318,3.479924403318366,-0.4287780493203697,0.6094186743203698,0.5190983618203697,0,0.20580129999962082,raw/11-2022-05-31-primary-lambda0-N40.npz,98f46ba6a2a218de777301f1d988352d436fa9eb1d1818bd6a7d6d3f55901f7c
2022-05-31-primary-lambda0.25-N40,2022-05-31,primary,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.25,40,202607291001,80,31,30,930,3d6e6e0f6ae5c14487992695d362adcda9b5f11abc02f307a642a535675be1e2,0.0007676198144952885,3717.825,3957.075,-239.25,-0.060461325600348746,-0.14953125,213.2950387982556,3.3477285178835148,-0.5958149275674944,0.2967524275674944,0.44628367756749443,2411.7,3520.5,5420.900000000001,2708.6,3696.0,5685.500000000003,7188,2,40,-0.14953125000000003,0.11774923061360593,3.479924403318366,-0.5592896710842493,0.2602271710842492,0.40975842108424926,0,0.2020662999993874,raw/12-2022-05-31-primary-lambda0.25-N40.npz,01b1130b181d80d54461ecd04488db6884ab73062cb907e26d799e460c822eca
2022-05-31-primary-lambda0.5-N40,2022-05-31,primary,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.5,40,202607291002,80,31,30,930,3d6e6e0f6ae5c14487992695d362adcda9b5f11abc02f307a642a535675be1e2,0.0015352396289906082,3602.3125,3454.3,148.0125,0.04284876820195119,0.0925078125,173.6196961477217,3.3477285178835148,-0.2707619425374991,0.4557775675374991,0.3632697550374991,2119.4,3577.5,5210.200000000001,2182.8,3353.5,4672.6,6583,2,40,0.09250781250000002,0.09380214794807727,3.479924403318366,-0.23391657122819387,0.4189321962281939,0.3264243837281939,0,0.19068030000016734,raw/13-2022-05-31-primary-lambda0.5-N40.npz,d47492c2dc963fabb4a6abe216c6e033b1d22fd9840f6cfe1e0ba35bcefa0042
2022-05-31-primary-lambda0.75-N40,2022-05-31,primary,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.75,40,202607291003,80,31,30,930,3d6e6e0f6ae5c14487992695d362adcda9b5f11abc02f307a642a535675be1e2,0.0023028594434859224,3250.8125,3172.6625,78.15,0.024632308037807363,0.048843750000000005,139.3602869852369,3.3477285178835148,-0.24274400437556776,0.3404315043755678,0.2915877543755678,2249.9,3186.0,4290.2,2146.0,3096.5,4250.2,6936,2,40,0.048843749999999984,0.09464333204976655,3.479924403318366,-0.28050789081134586,0.3781953908113458,0.3293516408113458,0,0.170620300000337,raw/14-2022-05-31-primary-lambda0.75-N40.npz,344f3d2e899eae41f4c7a38752f586039cb7ce55ee185990a3f20ffb2b0d1158
2022-05-31-primary-lambda1-N40,2022-05-31,primary,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,1.0,40,202607291004,80,31,30,930,3d6e6e0f6ae5c14487992695d362adcda9b5f11abc02f307a642a535675be1e2,0.0030704792579812094,3013.25,2849.95,163.3,0.05729925086405025,0.1020625,125.7801331639229,3.3477285178835148,-0.16111108673503172,0.3652360867350317,0.2631735867350317,2061.1,2902.5,4175.700000000001,1817.2,2857.0,3630.8,4860,2,40,0.10206249999999999,0.08484988910357763,3.479924403318366,-0.1932086997103969,0.3973336997103969,0.2952711997103969,0,0.15851779999957216,raw/15-2022-05-31-primary-lambda1-N40.npz,d680be1367ee4bbd9e53b8a4462471b44559341318bb8331b093997106535948
2022-05-31-hub-lambda0-N40,2022-05-31,hub,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.0,40,202607291100,80,31,36,948,90a10d6941b34736e0e4dee6e418daddfcf173a550fa45aed3de146b53a187f1,1.214306433183765e-17,4199.5125,4106.15,93.3625,0.022737235609999636,0.058351562499999995,219.21982511329966,3.3477285178835148,-0.4003287251357687,0.5170318501357687,0.45868028763576874,2553.2,3954.5,5777.4,2484.3,4155.0,5511.9,9072,2,40,0.058351562499999995,0.12718665490425746,3.479924403318366,-0.38424838167775704,0.500951506677757,0.44259994417775705,0,0.2518253000007462,raw/16-2022-05-31-hub-lambda0-N40.npz,3bf08bd3232c7fa1aa5f34bf1e227f72d015ef46e0b5c2dd2a5602e8c4afd2c5
2022-05-31-hub-lambda0.25-N40,2022-05-31,hub,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.25,40,202607291101,80,31,36,948,90a10d6941b34736e0e4dee6e418daddfcf173a550fa45aed3de146b53a187f1,0.0015956435128182116,3990.4125,4376.625,-386.2125,-0.08824436637820238,-0.2413828125,233.72042200582112,3.3477285178835148,-0.7304031387254106,0.2476375137254107,0.4890203262254107,2616.8,3804.0,5857.400000000002,2800.8,4269.0,6532.500000000001,10577,2,40,-0.24138281250000002,0.1406176270714544,3.479924403318366,-0.7307215244826755,0.2479558994826754,0.4893387119826754,0,0.25051710000025196,raw/17-2022-05-31-hub-lambda0.25-N40.npz,29e88c71b8fad3c457407fed8520fdb206812aeecc8233a39a785d533e344821
2022-05-31-hub-lambda0.5-N40,2022-05-31,hub,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.5,40,202607291102,80,31,36,948,90a10d6941b34736e0e4dee6e418daddfcf173a550fa45aed3de146b53a187f1,0.0031912870256364,3685.925,3684.025,1.9,0.0005157402569200806,0.0011875,177.92445381628346,3.3477285178835148,-0.3710892300435128,0.3734642300435128,0.3722767300435128,2416.1,3467.0,5445.100000000003,2513.6,3435.5,5342.200000000002,7144,2,40,0.001187500000000008,0.10466893444255436,3.479924403318366,-0.3630524792359751,0.36542747923597513,0.3642399792359751,0,0.2243785000000571,raw/18-2022-05-31-hub-lambda0.5-N40.npz,1207b2e12c717097c538420f7011a60d6d2bd049d460615b09725820a7a53a60
2022-05-31-hub-lambda0.75-N40,2022-05-31,hub,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,0.75,40,202607291103,80,31,36,948,90a10d6941b34736e0e4dee6e418daddfcf173a550fa45aed3de146b53a187f1,0.004786930538454602,3234.775,3236.4625,-1.6875,-0.0005214026116477481,-0.0010546875,140.09968715095084,3.3477285178835148,-0.29418951126362297,0.292080136263623,0.293134823763623,2305.6,3258.5,4236.0,2102.7,3250.0,4388.7,6178,2,40,-0.0010546874999999845,0.07916152908602182,3.479924403318366,-0.27653082437044396,0.274421449370444,0.275476136870444,0,0.2007223000000522,raw/19-2022-05-31-hub-lambda0.75-N40.npz,4c278137659767254d4d44cb773852a69b643b1d842d28f00d7129dc56e3bfce
2022-05-31-hub-lambda1-N40,2022-05-31,hub,20220531.gml.geo,1aee99d82a6f60791f17e4176d76d3cfa20cd5931397f46d627a89b6e646e7a4,historical public topology; synthetic interpolated demand,1.0,40,202607291104,80,31,36,948,90a10d6941b34736e0e4dee6e418daddfcf173a550fa45aed3de146b53a187f1,0.006382574051272814,3114.725,3078.7625,35.9625,0.0116808295540822,0.0224765625,100.22131908259371,3.3477285178835148,-0.1872195424954389,0.23217266749543888,0.2096961049954389,2401.1,3076.0,3924.2000000000003,2197.1,2904.5,4145.500000000002,5015,2,40,0.022476562500000002,0.06267994367403235,3.479924403318366,-0.1956449030898858,0.24059802808988578,0.2181214655898858,0,0.19113070000003063,raw/20-2022-05-31-hub-lambda1-N40.npz,6065a8186d225f67702e904d223f972b4117ed7b4ebea750d2f20556a9562962
