anchor_id,date,mode,block_count,slope,slope_standard_error,slope_simultaneous_critical,slope_ci_low,slope_ci_high,slope_ci_halfwidth,affine_drift_residual
2020-10-14-primary,2020-10-14,primary,40,0.0009250000000000536,0.13325937345260472,2.890780195196854,-0.3842985576011311,0.3861485576011312,0.38522355760113114,1.8214596497756474e-17
2020-10-14-hub,2020-10-14,hub,40,-0.015121875000000052,0.15024460614754956,2.890780195196854,-0.44944600688648784,0.4192022568864877,0.4343241318864878,1.1720225484568303e-16
2022-05-31-primary,2022-05-31,primary,40,0.08874374999999998,0.13891194579623392,2.890780195196854,-0.3128201517840119,0.4903076517840119,0.4015639017840119,7.762887554996212e-17
2022-05-31-hub,2022-05-31,hub,40,0.06743124999999997,0.14403475134269147,2.890780195196854,-0.348941556601556,0.483804056601556,0.416372806601556,2.0166160408230382e-17
2023-07-16-primary,2023-07-16,primary,40,0.020249999999999997,0.13621554617602225,2.890780195196854,-0.3735192031635677,0.41401920316356766,0.39376920316356767,2.4936649967166602e-17
2023-07-16-hub,2023-07-16,hub,40,-0.11732187500000002,0.13490839624854847,2.890780195196854,-0.5073123950410735,0.27266864504107347,0.3899905200410735,1.1362438767648086e-16
2026-07-22-primary,2026-07-22,primary,40,-0.11896875000000003,0.16797786847640556,2.890780195196854,-0.6045558454229751,0.3666183454229751,0.4855870954229751,1.984089975648473e-17
2026-07-22-hub,2026-07-22,hub,40,-0.29713125,0.1507660994580455,2.890780195196854,-0.7329629044203971,0.1387004044203971,0.4358316544203971,1.1763593571467723e-16
