scale,state_count,exact_mean,max_abs_residual,all_states_reach_boundary,survival_horizon,survival_json
1,1,1.0,0.0,True,200,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
2,100,3.845405988723624,2.4424906541753444e-15,True,200,"[1.0,1.0,0.7000000000000002,0.4520000000000003,0.2776,0.1675900000000001,0.10032750000000007,0.05985222500000004,0.03564843750000003,0.021217924812500018,0.012625210121875011,0.007511509737031258,0.00446892080154688,0.0026587594275996125,0.0015818356400431853,0.0009411322947707911,0.0005599464543857024,0.0003331561312520243,0.00019822276730978753,0.00011794043145118957,7.017372745403437e-05,4.175306883115339e-05,2.484298549476009e-05,1.4781561703306699e-05,8.795037967896688e-06,5.2330605875392536e-06,3.113682247226475e-06,1.8526491395874782e-06,1.1023318025089418e-06,6.558910370094604e-07,3.9025745243714515e-07,2.3220460383116148e-07,1.3816261049643395e-07,8.220728339246553e-08,4.891365427899297e-08,2.910381740606019e-08,1.7316887285040585e-08,1.0303617368078984e-08,6.130693849279548e-09,3.6477876317012353e-09,2.1704484315846857e-09,1.2914256349632654e-09,7.684035074698662e-10,4.572032169607669e-10,2.72037778002219e-10,1.6186358762791384e-10,9.630949522708133e-11,5.7304542847147024e-11,3.409643700146122e-11,2.0287519277630753e-11,1.2071156843214848e-11,7.182387636693579e-12,4.2735499887507024e-12,2.542779704674211e-12,1.51296431431921e-12,9.002199493359496e-13,5.35634548447297e-13,3.1870474514317865e-13,1.8963062573280188e-13,1.1283099723581692e-13,6.713490444218183e-14,3.9945542493199837e-14,2.37677610235638e-14,1.4141914937853768e-14,8.414497180209157e-15,5.0066602088705625e-15,2.978983284499193e-15,1.7725072282038911e-15,1.0546490443227164e-15,6.275204913110412e-16,3.7337725676241793e-16,2.221609936218162e-16,1.321866990910816e-16,7.865162615522239e-17,4.6798038981241336e-17,2.784502443940554e-17,1.65679033333479e-17,9.857970189991909e-18,5.865532548780092e-18,3.490015836701731e-18,2.0765736851914442e-18,1.2355698288479049e-18,7.351690974638445e-19,4.374286173447561e-19,2.6027181492291146e-19,1.5486279351009768e-19,9.214399500328147e-20,5.48260535840799e-20,3.262172593555765e-20,1.9410060244125532e-20,1.1549065166718472e-20,6.871740970792635e-21,4.088713959788622e-21,2.4328015150783647e-21,1.4475268433973742e-21,8.612843873078878e-22,5.124677301868059e-22,3.049203937200081e-22,1.8142888035598438e-22,1.0795092524198784e-22,6.423124167296816e-23,3.821785128384018e-23,2.273977769556996e-23,1.3530260657604986e-23,8.050560384255547e-24,4.790116328181458e-24,2.850138790634312e-24,1.6958442278503875e-24,1.0090342458352477e-24,6.003794998075328e-25,3.5722825590599163e-25,2.125522721187949e-25,1.2646947053021306e-25,7.524985179764693e-26,4.477396933685324e-26,2.6640694729450114e-26,1.5851322234313918e-26,9.43160150768489e-27,5.6118414404067605e-27,3.339068590483413e-27,1.9867594568289793e-27,1.1821299959363581e-27,7.033721784935669e-28,4.185093206157174e-28,2.4901475605326523e-28,1.4816479747939564e-28,8.815865999288222e-29,5.245476296636121e-29,3.1210798327462003e-29,1.857055255138978e-29,1.1049554658795331e-29,6.574530177270815e-30,3.9118723230567845e-30,2.3275800185390704e-30,1.3849196229566462e-30,8.240328352939862e-31,4.9030290450574535e-31,2.917322318606453e-31,1.7358187015470966e-31,1.0328192210451161e-31,6.145316572574661e-32,3.656488474231362e-32,2.1756255848322047e-32,1.2945061139216307e-32,7.702364279328532e-33,4.582938222806088e-33,2.7268669712785934e-33,1.6224969915691384e-33,9.653923405059103e-34,5.7441238778886535e-34,3.4177771813726748e-34,2.0335913900598807e-34,1.209995187592876e-34,7.199520814035347e-35,4.283744306028459e-35,2.548845368105237e-35,1.5165734101750475e-35,9.023673767074166e-36,5.3691227676993215e-36,3.194649988324459e-36,1.900829798361022e-36,1.1310014979864008e-36,6.729505132708011e-37,4.004083054865057e-37,2.382445780794852e-37,1.4175649757141412e-37,8.434569535937187e-38,5.018603342730002e-38,2.986089498029401e-38,1.776735454328811e-38,1.0571648561612957e-38,6.290174096428567e-39,3.7426792929015185e-39,2.2269094741697323e-39,1.3250202376550257e-39,7.883924562537316e-40,4.690967333282483e-40,2.791144733485548e-40,1.660742522760812e-40,9.881485878597582e-41,5.879524479604511e-41,3.498341092723883e-41,2.0815272465476248e-41,1.2385172180985248e-41,7.369228061129839e-42,4.3847208115780435e-42,2.6089268015594506e-42,1.5523221086100554e-42,9.236379983674518e-43,5.4956838358251716e-43,3.2699543410658365e-43,1.9456361959821183e-43,1.1576614876774975e-43,6.888133160861458e-44,4.098467379868208e-44,2.438604839884225e-44,1.4509798453728313e-44,8.633389375943823e-45,5.136901960034304e-45,3.05647765876649e-45,1.818616697616768e-45]"
3,784,8.654869502436274,6.8833827526759706e-15,True,200,"[1.0,1.0,1.0,0.9180000000000004,0.8112000000000005,0.6978600000000004,0.5894040000000003,0.4912122000000003,0.4054432462500002,0.3322999590000002,0.2709509367890627,0.22009281197437514,0.17828247747263687,0.14411697184136849,0.11632070057731413,0.09377884082390325,0.07554133411376707,0.0608120609918531,0.04893160354690392,0.039358226823221265,0.031649479003440534,0.025445528498474666,0.020454644144923435,0.016440847428944937,0.013213580749703711,0.010619158558921371,0.008533749184824564,0.006857645700663517,0.005510608205642461,0.0044280885109629926,0.003558176838639224,0.0028591365133269373,0.002297415855099706,0.0018460463736938537,0.0014833530907435465,0.0011919167045677378,0.000957738742538476,0.0007695701947208449,0.0006183717335809125,0.0004968798002927704,0.0003992578368157692,0.0003208159813526515,0.00025778580299039327,0.00020713927730162766,0.00016644331947779733,0.00013374289369079444,0.00010746708676177713,8.635363553749277e-05,6.938828288970692e-05,5.575604911766919e-05,4.480207772077014e-05,3.600017437770983e-05,2.8927527539057342e-05,2.3244396026257594e-05,1.867778767803272e-05,1.5008344848868519e-05,1.2059806651532362e-05,9.690541647100429e-06,7.786744169625774e-06,6.25696740816545e-06,5.027730597349781e-06,4.0399892753967236e-06,3.2462990354271407e-06,2.6085365148091826e-06,2.096068139175362e-06,1.6842786492080354e-06,1.3533887229648067e-06,1.0875048949723832e-06,8.738561329016383e-07,7.021803995555721e-07,5.642317329957291e-07,4.533841670805265e-07,3.643134666459751e-07,2.927413895240851e-07,2.352301911494556e-07,1.8901750094649147e-07,1.5188363896224766e-07,1.2204499947571094e-07,9.806838043119094e-08,7.880214366112728e-08,6.332089931365603e-08,5.08810575183177e-08,4.0885112314754394e-08,3.285294230853645e-08,2.6398749553389825e-08,2.1212528979604643e-08,1.704517830309496e-08,1.3696533211452901e-08,1.1005753131735001e-08,8.843595788795642e-09,7.106209485933021e-09,5.710144939167101e-09,4.588347074224833e-09,3.686934264931111e-09,2.9626103140821987e-09,2.3805848697227064e-09,1.9129023908557944e-09,1.537099399994806e-09,1.2351255281698612e-09,9.924765284174092e-10,7.974976149917629e-10,6.408236665700874e-10,5.149294055276322e-10,4.1376794769100124e-10,3.324803615542876e-10,2.671622866409366e-10,2.146764013351887e-10,1.7250173272876692e-10,1.3861257060763527e-10,1.1138116963607015e-10,8.949956637875292e-11,7.191675591627907e-11,5.778821055392936e-11,4.643531593281221e-11,3.7312776200137666e-11,2.9982422661145254e-11,2.4092167903919074e-11,1.9359094532982608e-11,1.5555866238910344e-11,1.2499808507867882e-11,1.0044134501705863e-11,8.070894674907658e-12,6.485311488284248e-12,5.211227107521553e-12,4.187445432964415e-12,3.3647927630478107e-12,2.703755910800756e-12,2.1725843287548035e-12,1.745765084583259e-12,1.4027974383561075e-12,1.1272081625934178e-12,9.057603095235993e-13,7.278174215007705e-13,5.848326466941848e-13,4.699382215425798e-13,3.7761560222635475e-13,3.0343040109872944e-13,2.438193966923256e-13,1.9591938708623055e-13,1.5742966621528407e-13,1.2650151766150555e-13,1.0164941815601795e-13,8.167968576836437e-14,6.5633145653472e-14,5.2739059509915003e-14,4.237810591533135e-14,3.405263343145561e-14,2.7362757692778494e-14,2.1987154387754507e-14,1.7667625591927826e-14,1.4196698151846435e-14,1.1407658452378579e-14,9.166544923031167e-15,7.365713671878905e-15,5.918668195285677e-15,4.755904826970881e-15,3.8215743773890995e-15,3.0707996171813737e-15,2.4675197595864767e-15,1.9827584092154413e-15,1.5932317842885361e-15,1.2802303632556148e-15,1.0287202396854847e-15,8.266210222127568e-16,6.642255960425709e-16,5.337338763273774e-16,4.2887815892281213e-16,3.4462207358298265e-16,2.7691867988605734e-16,2.2251608689106957e-16,1.7880126015971577e-16,1.4367451397074934e-16,1.1544866040831118e-16,9.276797131050093e-17,7.454306070454071e-17,5.989856003865089e-17,4.813107297710185e-17,3.8675390267044034e-17,3.107734192879417e-17,2.497198282140486e-17,2.0066063804996145e-17,1.6123946564677042e-17,1.295628556488185e-17,1.0410933512182051e-17,8.365633502930605e-18,6.722146849126122e-18,5.401534533565051e-18,4.340365655816611e-18,3.487670755251606e-18,2.802493674867842e-18,2.2519243784263193e-18,1.809518234288503e-18,1.4540258418940385e-18,1.1683723926259438e-18,9.388375423042212e-19,7.543964034094609e-19,6.061900039493365e-19,4.8709977834912585e-19,3.914056525544663e-19,3.145113006842583e-19,2.5272337691736515e-19]"
