k,N,p_bias,source,signed_relative_error_percent,absolute_relative_error_percent,uncertainty_aware_error_upper_percent,top20_conservative_bound
27,10,1.025,boundary_confirmation,0.32437275018354944,0.32437275018354944,2.116915638576833,False
27,10,1.9,boundary_confirmation,0.6469722220452642,0.6469722220452642,2.314661592392042,False
27,14,0.325,blind2,0.97528287795824,0.97528287795824,2.70255278393412,False
27,14,0.525,blind2,-0.6625391409441617,0.6625391409441617,2.4190953017790395,False
27,14,0.725,blind2,-0.18626915101605188,0.18626915101605188,2.018613642741929,False
27,14,0.94,blind2,0.6682136146885267,0.6682136146885267,2.696704827846097,False
27,14,1.0,blind2,-0.4814208758762907,0.4814208758762907,2.4009571280553144,False
27,14,1.06,blind2,-1.7172454379237405,1.7172454379237405,3.652349275048028,False
27,14,1.275,blind2,-0.3603251008118657,0.3603251008118657,2.252065830313299,False
27,14,1.675,blind2,0.01979329576723216,0.01979329576723216,1.8701617434134787,False
27,14,1.875,blind2,-0.3478693467019667,0.3478693467019667,2.0770646581000807,False
27,28,0.325,blind2,-0.1670419316251222,0.1670419316251222,1.3867033653354066,False
27,28,0.525,blind2,-0.07344029367129164,0.07344029367129164,1.5303222938968353,False
27,28,0.725,blind2,-1.4373910659939881,1.4373910659939881,3.11259691419834,False
27,28,0.94,blind2,0.4932661092713823,0.4932661092713823,2.524916579916292,False
27,28,1.0,blind2,-0.29208594397193366,0.29208594397193366,2.229642691039657,False
27,28,1.06,blind2,-1.3820257336020154,1.3820257336020154,3.291744110821626,False
27,28,1.275,blind2,-0.19710545856133857,0.19710545856133857,1.99879073796424,False
27,28,1.675,blind2,0.22318528837632332,0.22318528837632332,1.8923282302896638,False
27,28,1.875,blind2,0.003798755166141643,0.003798755166141643,1.596096939715408,False
27,56,0.325,blind2,-1.650200728881605,1.650200728881605,2.5096720188588995,False
27,56,0.525,blind2,0.12200566607160658,0.12200566607160658,1.1844282039300325,False
27,56,0.725,blind2,-0.09103532619431917,0.09103532619431917,1.4469405165141724,False
27,56,0.94,blind2,-0.6072736769644289,0.6072736769644289,2.456940027846044,False
27,56,1.0,blind2,-0.2723344581298741,0.2723344581298741,2.190068340615481,False
27,56,1.06,blind2,-0.03535639280759961,0.03535639280759961,1.9031468280881203,False
27,56,1.275,blind2,0.4385609920569437,0.4385609920569437,2.1512152396141015,False
27,56,1.675,blind2,0.14146202925730844,0.14146202925730844,1.6037788157869937,False
27,56,1.875,blind2,-0.7695800654053112,0.7695800654053112,2.0627475740895296,False
27,112,0.325,blind2,-1.255762024010045,1.255762024010045,1.8592528852347634,False
27,112,0.525,blind2,-0.07731671273717843,0.07731671273717843,0.8133346775667571,False
27,112,0.725,blind2,0.09854139780710638,0.09854139780710638,1.0804763005674234,False
27,112,0.94,fresh_precision_confirmation,-2.8846657770964894,2.8846657770964894,3.8312451672450454,False
27,112,1.0,blind2,-0.3246584025186826,0.3246584025186826,2.255836864957672,False
27,112,1.06,blind2,-0.812685443839271,0.812685443839271,2.5825594747556413,False
27,112,1.275,blind2,-0.23852766061921699,0.23852766061921699,1.6886690431906048,False
27,112,1.675,blind2,0.06609698407896103,0.06609698407896103,1.267036746477257,False
27,112,1.875,blind2,0.053401237749603765,0.053401237749603765,1.1338013188575635,False
27,128,0.3,boundary_confirmation,-0.9835028200372371,0.9835028200372371,1.471137683605217,False
27,128,0.975,boundary_confirmation,1.4003456439620918,1.4003456439620918,3.091575947379255,False
27,128,1.025,boundary_confirmation,-0.3719728564207898,0.3719728564207898,2.01048070972063,False
27,128,1.9,boundary_confirmation,0.6259324905060462,0.6259324905060462,1.5117623272743907,False
28,10,0.3,boundary_confirmation,0.6523698345512056,0.6523698345512056,2.2362452879012285,False
28,10,0.975,boundary_confirmation,-0.05049065080426914,0.05049065080426914,1.7427767697520191,False
28,10,1.025,boundary_confirmation,-0.08974578699615188,0.08974578699615188,1.8132921960822612,False
28,10,1.9,boundary_confirmation,0.10814350522977732,0.10814350522977732,1.726731884464372,False
28,14,0.325,blind2,1.3354571848435817,1.3354571848435817,3.05085719810938,False
28,14,0.525,blind2,-1.0326009994535963,1.0326009994535963,2.7828636445411226,False
28,14,0.725,blind2,-0.3909704568515343,0.3909704568515343,2.236300100012556,False
28,14,0.94,blind2,1.0765396508224014,1.0765396508224014,3.108506494398866,False
28,14,1.0,blind2,-0.29302291810648756,0.29302291810648756,2.247102009016788,False
28,14,1.06,blind2,-1.429334080731722,1.429334080731722,3.3525397837564475,False
28,14,1.275,blind2,-0.9362149147577301,0.9362149147577301,2.7818229877277223,False
28,14,1.675,blind2,0.3024752826045556,0.3024752826045556,2.160503495136834,False
28,14,1.875,blind2,0.6666791659025574,0.6666791659025574,2.468956814420986,False
28,28,0.325,blind2,0.025877230292370972,0.025877230292370972,1.2716400945012918,False
28,28,0.525,blind2,0.5352443835149023,0.5352443835149023,2.0256242966513183,False
28,28,0.725,blind2,-1.950303220743618,1.950303220743618,3.632813502953347,False
28,28,0.94,blind2,1.7214539923692647,1.7214539923692647,3.7369547396061797,False
28,28,1.0,blind2,-0.16641992110969736,0.16641992110969736,2.0692423389579884,False
28,28,1.06,blind2,-1.0213285576702573,1.0213285576702573,2.8965388461831054,False
28,28,1.275,blind2,-0.2521410489094802,0.2521410489094802,2.0405937491550286,False
28,28,1.675,blind2,0.26070856738225184,0.26070856738225184,1.9486975218942382,False
28,28,1.875,blind2,-0.08737739050798232,0.08737739050798232,1.622016741703991,False
28,56,0.325,blind2,-1.7686103518340541,1.7686103518340541,2.6195011733077367,False
28,56,0.525,blind2,-0.025571591946520752,0.025571591946520752,1.077792063635108,False
28,56,0.725,blind2,-0.18942472793636514,0.18942472793636514,1.5402471704360154,False
28,56,0.94,blind2,-0.5447781430627314,0.5447781430627314,2.3912606836389405,False
28,56,1.0,blind2,0.118402704097726,0.118402704097726,2.1044248043468494,False
28,56,1.06,blind2,-0.5937837344850869,0.5937837344850869,2.449859599440496,False
28,56,1.275,blind2,0.003646129802294776,0.003646129802294776,1.6774259505580646,False
28,56,1.675,blind2,0.7538457545203228,0.7538457545203228,2.1916466230023524,False
28,56,1.875,blind2,-0.06481549955238286,0.06481549955238286,1.3897615629279936,False
28,112,0.325,blind2,-1.035334527957643,1.035334527957643,1.6304405013441214,False
28,112,0.525,blind2,-0.2946043065473081,0.2946043065473081,1.0263269800219854,False
28,112,0.725,blind2,0.24434265503517177,0.24434265503517177,1.2465436599914392,False
28,112,0.94,blind2,-2.3285232431781244,2.3285232431781244,4.034289152073612,False
28,112,1.0,blind2,0.29946474882763224,0.29946474882763224,2.2947442241813665,False
28,112,1.06,blind2,-0.6545624406742313,0.6545624406742313,2.4420031437697776,False
28,112,1.275,blind2,0.8394584839547999,0.8394584839547999,2.3827541136407504,False
28,112,1.675,blind2,-0.09887261358698193,0.09887261358698193,1.2397366879022265,False
28,112,1.875,blind2,0.28158873972122356,0.28158873972122356,1.3690662049048674,False
28,128,0.3,boundary_confirmation,-0.9651923325615661,0.9651923325615661,1.4544822997683782,False
28,128,0.975,boundary_confirmation,1.0571501783759678,1.0571501783759678,2.7261056841111575,False
28,128,1.025,boundary_confirmation,-0.9649877833112206,0.9649877833112206,2.5734738835486715,False
28,128,1.9,boundary_confirmation,0.5142940148649353,0.5142940148649353,1.417237176029107,False
29,10,0.3,boundary_confirmation,0.3840516705857535,0.3840516705857535,1.9509345675376988,False
29,10,0.975,boundary_confirmation,-0.3624397746767988,0.3624397746767988,2.0249014184330116,False
29,10,1.025,boundary_confirmation,-0.8417413539308551,0.8417413539308551,2.556156539028631,False
29,10,1.9,boundary_confirmation,0.06585699693914132,0.06585699693914132,1.6988706975687995,False
29,14,0.325,blind2,0.819731731552783,0.819731731552783,2.533227993125009,False
29,14,0.525,blind2,0.09983845469172255,0.09983845469172255,1.9143225567493483,False
29,14,0.725,blind2,-2.101452815222925,2.101452815222925,3.907459357250509,False
29,14,0.94,blind2,-0.003832988402947909,0.003832988402947909,2.014832057244065,False
29,14,1.0,blind2,-0.3672025000446043,0.3672025000446043,2.26933587301813,False
29,14,1.06,blind2,-1.041561654945355,1.041561654945355,2.9596144694000293,False
29,14,1.275,blind2,-0.5287342614613938,0.5287342614613938,2.422771821276193,False
29,14,1.675,blind2,-0.5468036452637774,0.5468036452637774,2.3231639565689965,False
29,14,1.875,blind2,0.0055091833216482046,0.0055091833216482046,1.7832725131124105,False
29,28,0.325,blind2,-0.19121924261668638,0.19121924261668638,1.4103520723298457,False
29,28,0.525,blind2,0.7017529391006597,0.7017529391006597,2.21006107162649,False
29,28,0.725,blind2,-0.7890811830761889,0.7890811830761889,2.476671978572076,False
29,28,0.94,blind2,0.9472366570794191,0.9472366570794191,2.9532438242194647,False
29,28,1.0,blind2,-0.41201614022314015,0.41201614022314015,2.3257929292679225,False
29,28,1.06,blind2,-0.9497954900613934,0.9497954900613934,2.820303694578763,False
29,28,1.275,blind2,-0.9244854767847954,0.9244854767847954,2.6838531422581635,False
29,28,1.675,blind2,0.5102548231801424,0.5102548231801424,2.174386520091831,False
29,28,1.875,blind2,-0.17102544668875358,0.17102544668875358,1.7019857559891882,False
29,56,0.325,blind2,-1.64653840395633,1.64653840395633,2.4976549688816574,False
29,56,0.525,blind2,-0.21582958148050305,0.21582958148050305,1.2572379361368347,False
29,56,0.725,blind2,0.531579815241745,0.531579815241745,1.9519479979117405,False
29,56,0.94,blind2,0.590168948712173,0.590168948712173,2.4957074505669974,False
29,56,1.0,blind2,0.6121212597708557,0.6121212597708557,2.58968929182124,False
29,56,1.06,blind2,-0.5090981852662454,0.5090981852662454,2.3801298292284723,False
29,56,1.275,blind2,-0.7210799777793175,0.7210799777793175,2.372948234031813,False
29,56,1.675,blind2,0.08708294324683746,0.08708294324683746,1.5417344776703201,False
29,56,1.875,blind2,-0.15514787766651475,0.15514787766651475,1.4652557615686068,False
29,112,0.325,blind2,-1.224335920091975,1.224335920091975,1.8284775384564522,False
29,112,0.525,blind2,-0.6358197384801555,0.6358197384801555,1.3770997024470932,False
29,112,0.725,blind2,-0.44265114067905187,0.44265114067905187,1.398784722493418,False
29,112,0.94,blind2,-3.264453461531113,3.264453461531113,4.9822427588704805,True
29,112,1.0,blind2,0.07045042223152019,0.07045042223152019,2.011311696846829,False
29,112,1.06,blind2,-0.0442366969249785,0.0442366969249785,1.8142707321419982,False
29,112,1.275,blind2,-0.6817369495641675,0.6817369495641675,2.131232353644641,False
29,112,1.675,blind2,0.21090620707000488,0.21090620707000488,1.408264951084015,False
29,112,1.875,blind2,-0.005239410621800664,0.005239410621800664,1.0970412246115613,False
29,128,0.3,boundary_confirmation,-1.142501166775526,1.142501166775526,1.6285913654153883,False
29,128,0.975,boundary_confirmation,0.9169599582638027,0.9169599582638027,2.5938490863177233,False
29,128,1.025,boundary_confirmation,-0.838145101890221,0.838145101890221,2.4525271051519693,False
29,128,1.9,boundary_confirmation,0.3286285886566864,0.3286285886566864,1.2229909776075631,False
30,10,0.3,boundary_confirmation,-0.1818569044018381,0.1818569044018381,1.6839358344938327,False
30,10,0.975,boundary_confirmation,0.11664103720692336,0.11664103720692336,1.8503907272130027,False
30,10,1.025,boundary_confirmation,-0.18950454079464735,0.18950454079464735,1.8792050782085012,False
30,10,1.9,boundary_confirmation,0.1741223214776096,0.1741223214776096,1.8101718496589925,False
30,14,0.325,blind2,0.6556460335523007,0.6556460335523007,2.370257722095137,False
30,14,0.525,blind2,-1.360926391331316,1.360926391331316,3.117667717404593,False
30,14,0.725,blind2,-1.4329411553025098,1.4329411553025098,3.2242104980786612,False
30,14,0.94,blind2,0.24097377524361402,0.24097377524361402,2.224022026127903,False
30,14,1.0,blind2,0.4768397162186892,0.4768397162186892,2.4465332906390413,False
30,14,1.06,blind2,-0.15541878128442504,0.15541878128442504,2.091740683082899,False
30,14,1.275,blind2,-1.0063707375028899,1.0063707375028899,2.8834606895604353,False
30,14,1.675,blind2,0.16652726805177934,0.16652726805177934,2.010479029062062,False
30,14,1.875,blind2,0.4132068011648242,0.4132068011648242,2.1940594314815653,False
30,28,0.325,blind2,-0.12286670915012499,0.12286670915012499,1.3173983342074091,False
30,28,0.525,blind2,0.3874927342311333,0.3874927342311333,1.9150196679923903,False
30,28,0.725,blind2,-0.7549935270423707,0.7549935270423707,2.465312381167195,False
30,28,0.94,blind2,0.9690620195876118,0.9690620195876118,2.9313902894839483,False
30,28,1.0,blind2,-0.25493821565285624,0.25493821565285624,2.123737409276616,False
30,28,1.06,blind2,-1.0357892856165034,1.0357892856165034,2.9026738501843674,False
30,28,1.275,blind2,-0.6280723309252776,0.6280723309252776,2.3573629700892385,False
30,28,1.675,blind2,-0.6544699089168804,0.6544699089168804,2.265900098852147,False
30,28,1.875,blind2,0.010199039591325927,0.010199039591325927,1.5995286992288804,False
30,56,0.325,blind2,-1.6840000156145833,1.6840000156145833,2.5338520100783524,False
30,56,0.525,blind2,0.01116295232516025,0.01116295232516025,1.0681994894252256,False
30,56,0.725,blind2,-0.06769075572158774,0.06769075572158774,1.422528070827811,False
30,56,0.94,blind2,-0.8826647599695481,0.8826647599695481,2.692957779107563,False
30,56,1.0,blind2,0.5799205264376983,0.5799205264376983,2.5627506597374783,False
30,56,1.06,blind2,-0.21454896425063957,0.21454896425063957,2.0508838329900803,False
30,56,1.275,blind2,-0.39332910771602203,0.39332910771602203,2.0542779379868037,False
30,56,1.675,blind2,0.538514125309669,0.538514125309669,1.9822646036872893,False
30,56,1.875,blind2,-0.1906515817339403,0.1906515817339403,1.5019121363311072,False
30,112,0.325,blind2,-1.6462419298690165,1.6462419298690165,2.2490583047211965,False
30,112,0.525,blind2,-0.4596443460855327,0.4596443460855327,1.1838981372401802,False
30,112,0.725,blind2,0.1296537463677499,0.1296537463677499,1.1115028607265431,False
30,112,0.94,blind2,-2.765871979765036,2.765871979765036,4.463817730551234,False
30,112,1.0,blind2,0.36513472404471625,0.36513472404471625,2.3530082906465077,False
30,112,1.06,blind2,0.00535077830833052,0.00535077830833052,1.8481135938616555,False
30,112,1.275,blind2,0.4751411103812989,0.4751411103812989,2.042218829363196,False
30,112,1.675,blind2,0.04841603784495928,0.04841603784495928,1.2667479733685871,False
30,112,1.875,blind2,0.6130557533260306,0.6130557533260306,1.7236752586658577,False
30,128,0.3,boundary_confirmation,-1.1828348882657782,1.1828348882657782,1.6621576540637784,False
30,128,0.975,boundary_confirmation,1.2733553166244174,1.2733553166244174,2.9234466747909194,False
30,128,1.025,boundary_confirmation,-0.869741266818053,0.869741266818053,2.443165535898262,False
30,128,1.9,boundary_confirmation,0.5280474078248125,0.5280474078248125,1.4375816329409208,False
31,10,0.3,boundary_confirmation,0.7112818987270433,0.7112818987270433,2.2993176488917966,False
31,10,0.975,boundary_confirmation,-0.31806960833026837,0.31806960833026837,2.002535176657938,False
31,10,1.025,boundary_confirmation,-0.2811845610392405,0.2811845610392405,1.9742408896110009,False
31,10,1.9,boundary_confirmation,0.49849434025782663,0.49849434025782663,2.1054918522438903,False
31,14,0.325,blind2,0.010774378639318937,0.010774378639318937,1.6809691556592954,False
31,14,0.525,blind2,-0.563904101326101,0.563904101326101,2.2990907526648674,False
31,14,0.725,blind2,-0.6603931982471534,0.6603931982471534,2.4769726224205035,False
31,14,0.94,blind2,-0.27513583220819376,0.27513583220819376,2.1433959264301916,False
31,14,1.0,blind2,0.2591291802490052,0.2591291802490052,2.244898730056666,False
31,14,1.06,blind2,-0.40333318638116483,0.40333318638116483,2.353942166590328,False
31,14,1.275,blind2,-0.38295149815771123,0.38295149815771123,2.219789623917867,False
31,14,1.675,blind2,-0.054820523463680174,0.054820523463680174,1.7998778116447012,False
31,14,1.875,blind2,-0.6000102352328668,0.6000102352328668,2.324810387359444,False
31,28,0.325,blind2,0.26699842567526916,0.26699842567526916,1.5145048419172635,False
31,28,0.525,blind2,0.5540871949322427,0.5540871949322427,2.050916809978598,False
31,28,0.725,blind2,-2.0364856840328334,2.0364856840328334,3.676145255047758,False
31,28,0.94,blind2,1.8199932742302933,1.8199932742302933,3.773449722097255,False
31,28,1.0,blind2,-0.3645782385984006,0.3645782385984006,2.2329798513693655,False
31,28,1.06,blind2,-0.9141346170137634,0.9141346170137634,2.754005620989952,False
31,28,1.275,blind2,-0.38837957409562396,0.38837957409562396,2.1364899684648497,False
31,28,1.675,blind2,0.04773786293364355,0.04773786293364355,1.7245142652065448,False
31,28,1.875,blind2,-0.019359106019275707,0.019359106019275707,1.576034179044794,False
31,56,0.325,blind2,-1.3837776666075998,1.3837776666075998,2.231807371008443,False
31,56,0.525,blind2,-0.2679766720707698,0.2679766720707698,1.2950409076098346,False
31,56,0.725,blind2,0.12955077741255522,0.12955077741255522,1.524891193725253,False
31,56,0.94,blind2,0.39931051284143887,0.39931051284143887,2.2999935089704326,False
31,56,1.0,blind2,0.8605402396907803,0.8605402396907803,2.864971450869036,False
31,56,1.06,blind2,-0.014791121123363131,0.014791121123363131,1.888789826674686,False
31,56,1.275,blind2,-0.36661308105690305,0.36661308105690305,1.9856739264768164,False
31,56,1.675,blind2,-0.11202317377663347,0.11202317377663347,1.5166307955554958,False
31,56,1.875,blind2,-0.012484165876599701,0.012484165876599701,1.3646228166338537,False
31,112,0.325,blind2,-1.4426571073268506,1.4426571073268506,2.041332732311474,False
31,112,0.525,blind2,-0.40186422676237965,0.40186422676237965,1.1406716885339563,False
31,112,0.725,blind2,0.11455239533088553,0.11455239533088553,1.1158930775875486,False
31,112,0.94,blind2,-2.6124196884120177,2.6124196884120177,4.30572954030235,False
31,112,1.0,blind2,0.593020717251777,0.593020717251777,2.5667330960370993,False
31,112,1.06,blind2,-0.9791170770976999,0.9791170770976999,2.7301787176887693,False
31,112,1.275,blind2,0.652354083909133,0.652354083909133,2.190145627391127,False
31,112,1.675,blind2,-0.004186040576201016,0.004186040576201016,1.1951320421816236,False
31,112,1.875,blind2,0.6450008956161928,0.6450008956161928,1.7637812019012156,False
31,128,0.3,boundary_confirmation,-1.2579635038402581,1.2579635038402581,1.74371737765745,False
31,128,0.975,boundary_confirmation,1.458205757064468,1.458205757064468,3.1187634635659878,False
31,128,1.025,boundary_confirmation,-0.8617106434635806,0.8617106434635806,2.4331635683657593,False
31,128,1.9,boundary_confirmation,0.8985380393468448,0.8985380393468448,1.813950104038442,False
32,10,0.3,boundary_confirmation,0.7022968977129175,0.7022968977129175,2.2475026365257333,False
32,10,0.975,boundary_confirmation,-0.4621792273918084,0.4621792273918084,2.108663895691043,False
32,10,1.025,boundary_confirmation,0.692253825299814,0.692253825299814,2.4083905763997215,False
32,10,1.9,boundary_confirmation,0.802247650156735,0.802247650156735,2.3865884992368747,False
32,14,0.325,blind2,0.5565815241704148,0.5565815241704148,2.249714319375351,False
32,14,0.525,blind2,-0.7109181359763717,0.7109181359763717,2.441436722961088,False
32,14,0.725,blind2,-0.6992531215327853,0.6992531215327853,2.4790157324741213,False
32,14,0.94,blind2,-0.8412297180318842,0.8412297180318842,2.711357589601915,False
32,14,1.0,blind2,0.6367613284322938,0.6367613284322938,2.6058939378794665,False
32,14,1.06,blind2,0.2067363987051498,0.2067363987051498,2.1789846225173104,False
32,14,1.275,blind2,-1.2409232772286112,1.2409232772286112,3.0460710120046697,False
32,14,1.675,blind2,0.1439929138410351,0.1439929138410351,1.9618563625236174,False
32,14,1.875,blind2,0.33899662159451865,0.33899662159451865,2.103075743809524,False
32,28,0.325,blind2,0.2243526608614889,0.2243526608614889,1.467853845424627,False
32,28,0.525,blind2,0.20291089456149153,0.20291089456149153,1.6904609134207105,False
32,28,0.725,blind2,-1.7035949680924967,1.7035949680924967,3.3969319609292836,False
32,28,0.94,blind2,1.3901166753353704,1.3901166753353704,3.316856316989236,False
32,28,1.0,blind2,-0.039512841959573095,0.039512841959573095,1.8849743504417704,False
32,28,1.06,blind2,-0.6895639754085551,0.6895639754085551,2.5520885177993446,False
32,28,1.275,blind2,-0.006913336087716938,0.006913336087716938,1.8187361536811553,False
32,28,1.675,blind2,0.21929899785388002,0.21929899785388002,1.8863195337009087,False
32,28,1.875,blind2,0.7082441439510889,0.7082441439510889,2.2979911785958373,False
32,56,0.325,blind2,-1.7294472974441513,1.7294472974441513,2.567841823189998,False
32,56,0.525,blind2,0.45223217481821004,0.45223217481821004,1.5346200724214665,False
32,56,0.725,blind2,0.3308089291844486,0.3308089291844486,1.7330074917231375,False
32,56,0.94,blind2,0.8738029368088931,0.8738029368088931,2.7394696491473303,False
32,56,1.0,blind2,-0.2489185606275954,0.2489185606275954,2.107111849409238,False
32,56,1.06,blind2,-0.7480763689479778,0.7480763689479778,2.5592344057676963,False
32,56,1.275,blind2,0.1584049126772081,0.1584049126772081,1.8347356549843319,False
32,56,1.675,blind2,-0.12646992479527133,0.12646992479527133,1.5368366000596878,False
32,56,1.875,blind2,0.03397312138839022,0.03397312138839022,1.4001229518407987,False
32,112,0.325,blind2,-1.246552624433355,1.246552624433355,1.8492458886987473,False
32,112,0.525,blind2,-0.3941901423050045,0.3941901423050045,1.1217701246191925,False
32,112,0.725,blind2,-0.1289218860689338,0.1289218860689338,1.1175912064287141,False
32,112,0.94,blind2,-2.5196892093991545,2.5196892093991545,4.211275028020822,False
32,112,1.0,blind2,0.5669535322013791,0.5669535322013791,2.521655163734815,False
32,112,1.06,blind2,0.4703646188228232,0.4703646188228232,2.322715102599293,False
32,112,1.275,blind2,0.7762682163729155,0.7762682163729155,2.3153649051231184,False
32,112,1.675,blind2,-0.5246093781010365,0.5246093781010365,1.694453922307937,False
32,112,1.875,blind2,0.7407785598277747,0.7407785598277747,1.87733925972271,False
32,128,0.3,boundary_confirmation,-1.3087595499222127,1.3087595499222127,1.7945025026030348,False
32,128,0.975,boundary_confirmation,1.997423096633944,1.997423096633944,3.6103235343776463,False
32,128,1.025,boundary_confirmation,-1.2651207243506335,1.2651207243506335,2.815217788145441,False
32,128,1.9,boundary_confirmation,1.1040321640572826,1.1040321640572826,2.0350135008041947,False
33,10,0.3,boundary_confirmation,0.3964932772260178,0.3964932772260178,1.9537525274011314,False
33,10,0.975,boundary_confirmation,-0.28442914068392283,0.28442914068392283,1.9215503566255565,False
33,10,1.025,boundary_confirmation,0.3956582472052118,0.3956582472052118,2.095312468337873,False
33,10,1.9,boundary_confirmation,0.3060145839731503,0.3060145839731503,1.9257662300378398,False
33,14,0.325,blind2,1.1804712297657485,1.1804712297657485,2.8455166504090412,False
33,14,0.525,blind2,-0.459710299279408,0.459710299279408,2.1740686076709204,False
33,14,0.725,blind2,-0.15116170240288873,0.15116170240288873,1.9387199386030507,False
33,14,0.94,blind2,-0.6766907605178848,0.6766907605178848,2.526781858022309,False
33,14,1.0,blind2,0.4989520758546401,0.4989520758546401,2.444372325632771,False
33,14,1.06,blind2,-1.1450427400150271,1.1450427400150271,3.001280635974646,False
33,14,1.275,blind2,-1.0673426453391675,1.0673426453391675,2.8668321376436823,False
33,14,1.675,blind2,0.3632210720905083,0.3632210720905083,2.195595814704343,False
33,14,1.875,blind2,-0.04171395524843589,0.04171395524843589,1.7606690261687707,False
33,28,0.325,blind2,0.2452428261997981,0.2452428261997981,1.4912924257050708,False
33,28,0.525,blind2,0.4055849556212383,0.4055849556212383,1.9114294510769625,False
33,28,0.725,blind2,-2.3838503914309683,2.3838503914309683,4.063302591626961,False
33,28,0.94,blind2,1.99305505142692,1.99305505142692,3.933961508013506,False
33,28,1.0,blind2,-0.4511292258269264,0.4511292258269264,2.2874039130448054,False
33,28,1.06,blind2,-0.3232456047018809,0.3232456047018809,2.1622431971364153,False
33,28,1.275,blind2,-0.43026413149250314,0.43026413149250314,2.164206949109404,False
33,28,1.675,blind2,0.3605960270417151,0.3605960270417151,2.0160288610787447,False
33,28,1.875,blind2,0.5594250523184292,0.5594250523184292,2.1462014131303775,False
33,56,0.325,blind2,-1.9190982267937746,1.9190982267937746,2.7749951924448957,False
33,56,0.525,blind2,0.032216364054473326,0.032216364054473326,1.100755026702993,False
33,56,0.725,blind2,-0.3296980864933715,0.3296980864933715,1.701794158527803,False
33,56,0.94,blind2,0.016683406663545074,0.016683406663545074,1.8743194572883537,False
33,56,1.0,blind2,-0.33548934370709954,0.33548934370709954,2.1850849643777592,False
33,56,1.06,blind2,0.15368986482429778,0.15368986482429778,2.003486461241022,False
33,56,1.275,blind2,0.39194771890140523,0.39194771890140523,2.1016466015381985,False
33,56,1.675,blind2,0.21085656368450847,0.21085656368450847,1.6755313137818861,False
33,56,1.875,blind2,0.16125424687677076,0.16125424687677076,1.5383561040868798,False
33,112,0.325,blind2,-1.2755775014101267,1.2755775014101267,1.8720004531604384,False
33,112,0.525,blind2,-0.894294077713796,0.894294077713796,1.6242800029438342,False
33,112,0.725,blind2,0.44366855253472737,0.44366855253472737,1.4338132114471325,False
33,112,0.94,blind2,-3.1932510323213523,3.1932510323213523,4.840581041080894,True
33,112,1.0,blind2,0.10838223085717023,0.10838223085717023,2.04503223949708,False
33,112,1.06,blind2,-0.7110079636503215,0.7110079636503215,2.442865216159895,False
33,112,1.275,blind2,0.29111305084791267,0.29111305084791267,1.8084057088777472,False
33,112,1.675,blind2,0.5426703060441497,0.5426703060441497,1.7668940367553176,False
33,112,1.875,blind2,0.6711124765033517,0.6711124765033517,1.798131139176662,False
33,128,0.3,boundary_confirmation,-1.274576394369478,1.274576394369478,1.7496696993799632,False
33,128,0.975,boundary_confirmation,2.078110222703175,2.078110222703175,3.70079864064663,False
33,128,1.025,boundary_confirmation,-0.8595427715108737,0.8595427715108737,2.4071816466806673,False
33,128,1.9,boundary_confirmation,1.156574084055768,1.156574084055768,2.0910171061105265,False
34,10,0.3,boundary_confirmation,-0.028018956573727296,0.028018956573727296,1.535256175393862,False
34,10,0.975,boundary_confirmation,-0.8038074420102249,0.8038074420102249,2.440570096258854,False
34,10,1.025,boundary_confirmation,0.39320813152160994,0.39320813152160994,2.122238340430571,False
34,10,1.9,boundary_confirmation,0.2890237617607802,0.2890237617607802,1.8806203906335694,False
34,14,0.325,blind2,0.5087038840641115,0.5087038840641115,2.210523836327538,False
34,14,0.525,blind2,-1.5188494525855323,1.5188494525855323,3.213812637816438,False
34,14,0.725,blind2,-0.41901274163367186,0.41901274163367186,2.182149694981883,False
34,14,0.94,blind2,-0.6904161436046121,0.6904161436046121,2.5458923578631776,False
34,14,1.0,blind2,-0.9014421120368462,0.9014421120368462,2.772143944237171,False
34,14,1.06,blind2,-0.4307614016443127,0.4307614016443127,2.3042835542020246,False
34,14,1.275,blind2,-0.2706927125908543,0.2706927125908543,2.069865666863102,False
34,14,1.675,blind2,-0.16852167397957574,0.16852167397957574,1.9027146360243385,False
34,14,1.875,blind2,0.909178601069946,0.909178601069946,2.669248728810958,False
34,28,0.325,blind2,0.6363664521061165,0.6363664521061165,1.9095050125572888,False
34,28,0.525,blind2,0.2021260375566619,0.2021260375566619,1.6730002294384816,False
34,28,0.725,blind2,-1.7622916377470081,1.7622916377470081,3.430676833184476,False
34,28,0.94,blind2,0.864114097610492,0.864114097610492,2.765391710378773,False
34,28,1.0,blind2,0.005166468805215718,0.005166468805215718,1.9174574293443047,False
34,28,1.06,blind2,-1.0671603831691083,1.0671603831691083,2.910019224565774,False
34,28,1.275,blind2,-0.2505623436126771,0.2505623436126771,1.975073818219486,False
34,28,1.675,blind2,0.2152067991675181,0.2152067991675181,1.88857379778542,False
34,28,1.875,blind2,0.1370679638123035,0.1370679638123035,1.7325689081641782,False
34,56,0.325,blind2,-1.568881249673808,1.568881249673808,2.403575018159665,False
34,56,0.525,blind2,-0.03729788320839573,0.03729788320839573,1.0942628656173015,False
34,56,0.725,blind2,0.3677934036509576,0.3677934036509576,1.7720851949453165,False
34,56,0.94,blind2,0.2403284829174497,0.2403284829174497,2.114988728718692,False
34,56,1.0,blind2,1.0261541165976462,1.0261541165976462,2.934543878155904,False
