cell_id,k,N,p_bias,seed,repetitions,blocks,paths_per_block,comparisons,censored_count,mean_stopping_time,sd_stopping_time,tstar,theory_correction_coefficient,scaled_correction,correction_ratio,block_correction_ratios,block_standard_error,simultaneous_critical,simultaneous_half_width,simultaneous_ci_low,simultaneous_ci_high,precision_gate_applicable,precision_gate_pass,local_proxy_scaled_absolute_error_mean,local_proxy_scaled_absolute_error_median,local_proxy_scaled_absolute_error_q90,scaled_correction_q10,scaled_correction_q25,scaled_correction_q50,scaled_correction_q75,scaled_correction_q90,gaussian_reference_q10,gaussian_reference_q25,gaussian_reference_q50,gaussian_reference_q75,gaussian_reference_q90,quantile_difference_q10,quantile_difference_q25,quantile_difference_q50,quantile_difference_q75,quantile_difference_q90,reference_seed,reference_sample_size
k3-p1.25-N160,3,160,1.25,72938585234,20000,40,500,36,0,1629.81515,251.26917696056955,1920.0,23.45292057134016,22.941126711857798,0.9781778197761953,"[0.9836425191653269,1.034913578418751,0.9737995544697318,0.986932496406046,1.0051622063628194,1.0091263592676203,1.0192727030120519,0.967199374718371,1.0101241392504616,0.9086674435627856,1.0285021678533324,0.8848420755941335,0.9264387140679827,0.9914157645721906,0.9269308623027622,1.0369495889242775,0.9745209224302992,0.9633565734331042,0.9504595929792187,1.0042116186764634,0.9670308308023501,0.9740961917619276,0.9718983790970207,0.9229599676413207,0.9155507770930609,0.9274971698605915,0.9886179355662504,1.0255829872278581,0.9920090391565823,0.9547810589859829,0.9358973986350511,0.9905191109389615,1.047041998615583,0.9103393992097082,0.9897438089252675,1.060505286627297,0.9879976939552954,0.9599924368693358,1.0421677085642709,0.9764153560463695]",0.0067026454181816015,3.442754621134846,0.02307556348727301,0.9551022562889223,1.0012533832634682,True,True,9.891814021901675,7.273238618387272,22.14384931532925,-2.608879069638913,9.724003805017766,23.242740802237588,36.44525003344057,48.3828482005762,-6.236485022807598,6.459247857034899,21.726271016857535,38.68558534495799,55.4577006210486,3.627605953168685,3.2647559479828674,1.5164697853800533,-2.24033531151742,-7.0748524204724035,2026071814,2000000
k3-p1.25-N320,3,320,1.25,72938585235,20000,40,500,36,0,3418.54765,378.85003708196643,3840.0,23.45292057134016,23.559902596925838,1.0045615651688347,"[0.8930858861831472,0.9351225429091508,0.9309131566663449,0.9925236977784871,1.0146098659131637,1.060140837606298,0.9986208721890744,1.0036406725443112,0.9973575796020484,1.0254360450268802,0.9615515772580916,1.017637000980187,0.9712431766144047,0.9833326483151463,1.1029354698845175,0.9683876586535426,1.0025775999144748,0.9094848541052888,1.010657905329601,1.0158540899328377,1.0585867493671646,0.9704136939346221,1.0039743724729602,0.9303363325039666,0.9840620210163347,1.0371060082458936,1.0449670251364782,0.972921210541321,1.0642930181470502,0.9789564121080169,1.0041412224372837,1.0441518438822088,0.994192197421728,1.073064559128661,1.0317906450967107,0.9899303726187061,1.0162354612798639,1.087933274520859,1.0524466706800366,1.047846378806529]",0.007459944546246003,3.442754621134846,0.02568275855999812,0.9788788066088365,1.0302443237288328,True,True,8.297704469050178,6.093285238686927,18.559364213248255,-2.9683802401309656,9.33558380606162,23.25510696599781,37.73364712030895,51.26185838418267,-6.236485022807598,6.459247857034899,21.726271016857535,38.68558534495799,55.4577006210486,3.268104782676632,2.876335949026722,1.5288359491402765,-0.9519382246490409,-4.1958422368659285,2026071814,2000000
k3-p1.25-N40,3,40,1.25,72938585232,20000,40,500,36,0,341.88265,101.8857802374219,480.0,23.45292057134016,21.838270519332855,0.9311535615747388,"[0.9334771080009969,0.936376063356549,0.959095783236107,0.9303489329196571,0.9513966971522924,0.9258993735367174,0.9100562454307939,0.9630194856010632,0.905849389286923,0.9241465168101043,0.935041195541667,0.9143844531941994,0.9672398252582158,0.8778980662540903,0.9437110945817595,0.9571811243501146,0.9296208232024488,0.935553569046369,0.9458684567068213,0.9718511868005354,0.9344614044705566,0.903921246887649,0.9183486060990007,0.9509652247272798,0.9376300300917411,0.8749721438719749,0.9474190607342092,0.9764625483428553,0.9233779565530511,0.8967210507952551,0.9089910478815445,0.9000379950625378,0.929391603476661,1.0068274202531011,0.9698556268348532,0.9488483131420632,0.8641448827068205,0.8906669533318005,0.9367536017284347,0.9083303557307446]",0.0046902876492654925,3.442754621134846,0.01614750947896047,0.9150060520957783,0.9473010710536993,True,True,12.830380301848518,9.803060746521975,28.302385058506992,0.7905694150420948,12.01665510863984,23.242740802237588,33.52014319778482,41.42583734820577,-6.236485022807598,6.459247857034899,21.726271016857535,38.68558534495799,55.4577006210486,7.027054437849692,5.557407251604942,1.5164697853800533,-5.165442147173174,-14.031863272842834,2026071814,2000000
k3-p1.25-N80,3,80,1.25,72938585233,20000,40,500,36,0,757.5587,161.83121120895086,960.0,23.45292057134016,22.63362541267141,0.9650663909351254,"[0.975824399920561,0.9616659886621994,0.9694650327088933,0.8784984321593806,1.0101096840182497,0.9751283972122378,0.9800576218725562,0.9927382191611894,0.9742512431140767,0.9676821216615439,0.9249113250925141,0.9923949849488655,0.9395178476836316,1.0054950907192284,0.9437796724866535,0.9211643516079778,0.972249043542187,0.9559358841731252,0.9231188797614893,0.9640114224464132,0.9052802350043211,0.9655083049834924,1.0026252713328536,0.9572897524550696,0.9965042612130767,0.9339307574496922,0.9970477153825896,0.9159204955863622,1.0345651216463285,0.9523414592274003,0.9600451604373369,0.977445228145424,0.9844243237960101,0.913470184681717,0.9838522667754702,1.0113205380450592,1.0028922312757718,0.9660231563019785,0.9521507735538867,0.9620187571581994]",0.0052210288949834606,3.442754621134846,0.017974721355282868,0.9470916695798425,0.9830411122904082,True,True,11.395024774018701,8.60886171337419,25.155764746872634,-1.118033988749895,10.956733089748969,23.59051716262278,35.21807064562169,45.50398334212072,-6.236485022807598,6.459247857034899,21.726271016857535,38.68558534495799,55.4577006210486,5.118451034057703,4.49748523271407,1.8642461457652466,-3.4675146993363057,-9.953717278927883,2026071814,2000000
k3-p1.5-N160,3,160,1.5,72938585238,20000,40,500,36,0,857.0304,90.2338771386289,960.0,8.291859587312052,8.140461643911848,0.9817413763696784,"[1.0012904716182605,0.9348555829662321,0.920706705991546,0.9647932337078178,0.9204588146159791,0.9885526686275729,0.9552589500321536,1.0216175644147771,0.9972860724744816,0.9897158512360045,1.008555595779117,0.9739842831711576,0.9779505451802344,0.982202835699581,1.047569884579935,1.0867748590542663,1.0453007250651265,1.025984266338231,1.077660083860331,0.9913366794608671,0.9552780185995043,0.9600832975720394,0.9291350127608333,1.016163954152297,0.9110580109117743,0.9866458118924406,1.0190433078223469,1.0101001497345738,0.9218889571673287,0.9831181269324448,0.9102952682177208,0.9312325551694798,0.9281815843932667,1.0457011649795045,0.9584243322124739,1.0675346745967753,0.9368005768360672,0.9961228898660499,0.9596828576576611,0.9313088294388844]",0.007516565706405779,3.442754621134846,0.025877691320792203,0.9558636850488862,1.0076190676904706,True,True,2.8836730926133947,2.134537420613656,6.482669203345178,-0.8696263565463043,3.241334601672589,7.984751091925157,12.965338406690355,17.471584072430296,-1.8208478641375372,2.447530660776322,7.635518828792649,13.475063092550695,19.294583954972733,0.9512215075912329,0.7938039408962667,0.34923226313250844,-0.5097246858603395,-1.8229998825424367,2026071814,2000000
k3-p1.5-N320,3,320,1.5,72938585239,20000,40,500,36,0,1772.0176,135.25424864243192,1920.0,8.291859587312052,8.272467646839122,0.9976613279242447,"[0.9425245454129761,1.074905678812086,1.0270931407154014,0.9861167438525072,1.0064094313413705,0.9672128582316517,1.0522129259590913,1.1142910211077461,0.9974294114958012,1.0024587619498508,1.0324056449483663,0.8945502051569125,0.9821256239211436,0.9525697628077956,0.9837840960547839,0.9475538958670258,1.0158613741517981,0.9929259180597336,1.0346169411265544,0.9214228471272138,1.015766989558826,1.0234660756426408,0.9331265366556752,0.9862111284454795,0.9613475299541404,0.982557096346155,0.9515719828249535,1.048639794939458,1.0656964392407282,0.9967687193449998,1.0194345051714317,0.9776625810249214,0.9654330344784764,1.018652461401097,1.0205401532605258,0.9931281707589581,0.9893258200135375,1.0143377371509723,1.004723992181166,1.0095915404758367]",0.006774107514158282,3.442754621134846,0.023321589948432708,0.974339737975812,1.0209829178726775,True,True,2.4424291009733015,1.7888543819998317,5.4783665448744845,-1.285739087062379,3.0745934690622105,7.993943019561748,13.248702766686254,18.335757415498275,-1.8208478641375372,2.447530660776322,7.635518828792649,13.475063092550695,19.294583954972733,0.5351087770751581,0.6270628082858885,0.3584241907690986,-0.22636032586444088,-0.9588265394744582,2026071814,2000000
k3-p1.5-N40,3,40,1.5,72938585236,20000,40,500,36,0,189.54355,39.24737980093145,240.0,8.291859587312052,7.977865232320141,0.9621322151339398,"[0.9326817662881806,1.030694202474009,0.9122402620875564,0.9826795498833637,0.9213931744161938,0.9682637129657594,0.9508731795413482,0.9840906238673622,0.92104994020387,0.9684925357739753,0.9712384094725667,0.9927477534448657,0.942177912829142,0.9708951752602428,0.9439322210254646,0.936075971276717,0.9598354061964726,0.9558691441873957,0.9396989990734694,0.9718486036278093,1.0044177166638786,0.9501485739819975,1.0745137702473617,0.9291731498955362,0.9698273354885686,0.9631533369156032,0.9402710560940093,0.9715053694154855,0.9549157158198296,0.9687976328515969,0.9755860428286698,0.9559835555915037,0.9787514250089902,0.9464111347811371,0.9827939612874717,0.9076256687885351,0.9529707219499941,0.9118970278752325,0.9845482694837943,1.0052185964926343]",0.005135221459259243,3.442754621134846,0.017679307409415587,0.9444529077245242,0.9798115225433554,True,True,3.9122355243597617,3.00416377715996,8.696263565463042,-0.15811388300841897,3.952847075210474,8.221921916437786,12.33288287465668,15.811388300841896,-1.8208478641375372,2.447530660776322,7.635518828792649,13.475063092550695,19.294583954972733,1.6627339811291182,1.505316414434152,0.5864030876451372,-1.1421802178940155,-3.483195654130837,2026071814,2000000
k3-p1.5-N80,3,80,1.5,72938585237,20000,40,500,36,0,406.90975,60.45370904654548,480.0,8.291859587312052,8.1717383746227,0.9855133566331539,"[0.9526911144273298,0.9466774675037194,0.9643948039557904,0.9837840960547839,0.9895550397393243,0.906226927658809,0.9601340137587935,0.9557653554555431,1.0219694056683795,0.9751007135014098,1.044675642034656,0.9713253297825518,1.0228593175449678,1.0217267024293102,0.9542821689945629,1.0470757073987873,0.9643948039557904,0.9858066230470299,0.9622374418307282,0.9416346335363877,0.9654465179917578,1.0479925863019384,0.9486190934162751,0.9580575527134207,1.0430036863877326,0.9200070782326425,0.9751007135014098,0.9979687520270661,0.9386952276409906,1.0375563470219515,1.0450531804065415,0.9758827572717447,0.9708129562778496,0.9564664981461877,1.0078656507757873,1.0147961766025486,1.0423834447767775,1.0102117820867926,1.0184367251885904,0.9738602302794993]",0.006028243339846941,3.442754621134846,0.020753762615583416,0.9647595940175705,1.0062671192487374,True,True,3.3912710062056743,2.4596747752497685,7.602631123499284,-0.5590169943749475,3.689512162874653,8.161648117874233,12.85739087062379,16.994116628998402,-1.8208478641375372,2.447530660776322,7.635518828792649,13.475063092550695,19.294583954972733,1.2618308697625897,1.241981502098331,0.5261292890815836,-0.6176722219269042,-2.3004673259743313,2026071814,2000000
k3-p2-N160,3,160,2.0,72938585242,20000,40,500,36,0,443.2326,28.737459688000712,480.0,2.93161507141752,2.906718191061872,0.9915074524625055,"[0.9633161228932587,1.044918345273725,0.956250761933681,1.0325674471077464,0.9975103125754904,1.0428149172017902,0.971837703287254,1.007865650775788,1.0441632685299542,1.002310443303753,1.0128275836634295,0.9368884368612516,0.8977323142913785,0.9778243831843002,1.031057293620202,1.0455116198581167,1.0232368559168536,1.0249627456169024,0.9601340137587926,0.9863459635782955,0.9359715579581006,0.9414188973238818,1.0386619951110463,1.0077577826695343,0.9799278112562364,1.031434831992088,0.9976181806817441,0.9640711996370309,0.9905528197221664,1.0355877540828322,0.9919551051034556,1.0188681976136025,0.9628307164151205,0.9986429276911472,1.051929772180176,0.9225959127827159,0.9343535363643041,0.9683319898340286,0.9763681637498842,0.9513427630991663]",0.006255050019005223,3.442754621134846,0.021534602358359838,0.9699728501041457,1.0130420548208654,True,True,0.7791298756064357,0.5533985905294664,1.7392527130926085,0.15811388300841897,1.2649110640673518,2.687936011143122,4.348131782731521,6.00832755431992,-0.023473600445974824,1.0985565627126754,2.5976975626108123,4.451045552306753,6.363296038817425,0.1815874834543938,0.16635450135467633,0.09023844853230978,-0.10291376957523202,-0.35496848449750473,2026071814,2000000
k3-p2-N320,3,320,2.0,72938585243,20000,40,500,36,0,907.4608,41.762238536606,960.0,2.93161507141752,2.937030567086423,1.0018472737849191,"[1.0043795795291761,1.0209310959901279,0.9974767581479936,1.0368724182958389,1.09415439461923,1.0314950823027658,1.0333256647684932,1.0224184442435333,1.0677253602702894,1.015935131344081,0.9854635607166566,0.9737173232282387,0.9215075858203022,0.9843194466755781,1.0094136813099268,0.9780649565843428,0.993739318947135,1.0541485403161437,0.9825270013445523,0.9361903826808248,1.0067059447460374,0.986531400488332,0.9773784881596937,1.0475126788778801,0.9545724816075044,0.9969047011274543,0.9729164433994845,0.9520554307171301,0.9862263034107114,1.05540706576133,1.014447783090678,1.0043795795291761,1.0001082204424776,0.9623524570868468,0.9893916855910307,0.9870271832394656,1.0353850700424359,1.0443854338322625,1.0033880140269065,0.9530088590846956]",0.0057709019704774035,3.442754621134846,0.01986779942697727,0.9819794743579419,1.0217150732118965,True,True,0.6733778959992023,0.5031152949374527,1.509345884812358,0.16770509831248423,1.2298373876248843,2.6832815729997477,4.416234255562085,6.093285238686927,-0.023473600445974824,1.0985565627126754,2.5976975626108123,4.451045552306753,6.363296038817425,0.19117869875845905,0.13128082491220883,0.08558401038893537,-0.03481129674466832,-0.27001080013049794,2026071814,2000000
