snapshot,mode,edge_index,left_node_index,right_node_index,left_node_id,right_node_id,scid,htlc_maximum_msat
20220531.gml.geo,primary,10,10,28,020ce3c7a4516ae35d76c49990da4f727012f20c49127fed46000c6d5dc4908a97,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,734294x2755x1/0,198000000
20220531.gml.geo,primary,11,11,28,020d01b5c15c94dc84eb3bf0402f41b073423624a2df35c88ee2cd6c8b4b29e838,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,707013x1801x1/1,990000000
20220531.gml.geo,primary,12,12,28,020dd87cbbadc793a945312c518f865989b3fe381ac2eb0f01bb8c037486f82469,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,663279x811x1/1,148500000
20220531.gml.geo,primary,13,13,28,020dd8fc221b1075c628bc049a0580e4dbb510d73d5416ea9a1334a518c467c5c3,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,690874x892x0/0,371250000
20220531.gml.geo,primary,14,14,28,020ed84b94b653a524b18b086800c101280b68164aae445ec3a538cc4b6d9e128f,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,663272x985x0/1,99000000
20220531.gml.geo,primary,15,15,28,0210dd588f6dcdc6c629d7c470ef7008352826d4def2eb0bb6302e7c8dce5c836f,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,658180x1616x0/1,99000000
20220531.gml.geo,primary,16,16,28,02115a88404ded6c0ffd47de303f5181e2789baba978545617b5ba60744e545004,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,713423x1845x0/0,99000000
20220531.gml.geo,primary,17,17,28,0212864d59d5a902634c4a3186615446e9d56c17b14600f3b74fbabe3509aa707f,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,686364x74x1/1,1237500000
20220531.gml.geo,primary,18,18,28,02130bc1e08d541f64b7283e2401a7a16699f185129e0f1ad605dcb1a2803113ba,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,663170x405x0/0,99000000
20220531.gml.geo,primary,19,19,28,0213355124da5fb0055ce80dd951a60c8470078817c51b3733f0066b593574bf05,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,657082x1160x1/0,99000000
20220531.gml.geo,primary,20,20,28,0213836acf6b81fa1a7005c7d868d316970c0f8356d21309e13fc03561a4248300,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,731944x583x1/0,99000000
20220531.gml.geo,primary,21,21,28,0213fb33f367be75c7b7869ee744b7ee9460fff715ebd286a74ebc45c661406d23,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,661210x1725x0/0,99000000
20220531.gml.geo,primary,22,22,28,0214073a35d4a87440e9f44428e4203c7b334638cb967eddda6448a9071f7d826f,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,659023x952x1/0,99000000
20220531.gml.geo,primary,23,23,28,0215292ba94ca0aee6413fbb3655a170178c1208eeeaed5c73806f44dded512394,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,651472x838x1/1,396000000
20220531.gml.geo,primary,24,24,28,02157b2e0f7b26945a13da859bd218c2af2d16c82eceac956722dfeccdfcc24a98,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,715286x710x1/1,495000000
20220531.gml.geo,primary,25,25,28,02159952697e25d8c7d50c0b68f110a90813a752bfc4ed423c7cfeb6634b7b4d29,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,652169x1170x0/0,99000000
20220531.gml.geo,primary,26,26,28,0217664407a42f66eda9f01ecc77a37e7105213eeb234647ab38f3821190dd8490,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,718540x2060x1/0,900306000
20220531.gml.geo,primary,27,27,28,0217a75ccc5fa0b0d56c3de5a90a13c1c62fe56aaf3d55c982ff79381268b3cdaa,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,732817x1027x0/0,1723011000
20220531.gml.geo,primary,28,28,30,0297a77f4d1ccc55d7a10a9b137119b1103d9a9d38a5a97ffa1d0152c818fcdd0a,03ca79960a5c68eda7a375da8233353f4c893e102141f20be0d3db5f24227d7a2f,644361x1251x0/1,99000000
20220531.gml.geo,primary,29,29,30,02f0d15e7809f574c69ff047d1edbbd4685224f53e9103179b8f031574bc1fe6f3,03ca79960a5c68eda7a375da8233353f4c893e102141f20be0d3db5f24227d7a2f,672533x1389x1/0,247500000
20220531.gml.geo,hub,0,0,5,020016201d389a44840f1f33be29288952f67c8ef6b3f98726fda180b4185ca6e2,0200cf174ef5c6abbdd2f8ab87d1628c83a99a309266465e9c7cde14fb6d5882a9,702292x192x0/0,990000000
