experiment_id,stage,regime,alpha,scale,seed,block,block_size,mean_tau,normalized_mean
network-phase-closure-20260728,replication,zero,,400,202608280400,20,200,143576.015,0.8973500937500001
network-phase-closure-20260728,replication,zero,,400,202608280400,21,200,154432.87,0.9652054375
network-phase-closure-20260728,replication,zero,,400,202608280400,22,200,152517.4,0.95323375
network-phase-closure-20260728,replication,zero,,400,202608280400,23,200,143325.955,0.8957872187499999
network-phase-closure-20260728,replication,zero,,400,202608280400,24,200,150856.07,0.9428504375000001
network-phase-closure-20260728,replication,zero,,400,202608280400,25,200,148991.235,0.9311952187499999
network-phase-closure-20260728,replication,zero,,400,202608280400,26,200,157002.835,0.98126771875
network-phase-closure-20260728,replication,zero,,400,202608280400,27,200,150398.225,0.9399889062500001
network-phase-closure-20260728,replication,zero,,400,202608280400,28,200,160425.215,1.00265759375
network-phase-closure-20260728,replication,zero,,400,202608280400,29,200,161443.245,1.00902028125
network-phase-closure-20260728,replication,zero,,400,202608280400,30,200,169664.385,1.0604024062500002
network-phase-closure-20260728,replication,zero,,400,202608280400,31,200,160431.97,1.0026998125
network-phase-closure-20260728,replication,zero,,400,202608280400,32,200,154225.76,0.9639110000000001
network-phase-closure-20260728,replication,zero,,400,202608280400,33,200,155519.19,0.9719949375
network-phase-closure-20260728,replication,zero,,400,202608280400,34,200,155926.635,0.97454146875
network-phase-closure-20260728,replication,zero,,400,202608280400,35,200,154585.92,0.9661620000000001
network-phase-closure-20260728,replication,zero,,400,202608280400,36,200,160085.37,1.0005335625
network-phase-closure-20260728,replication,zero,,400,202608280400,37,200,163516.115,1.02197571875
network-phase-closure-20260728,replication,zero,,400,202608280400,38,200,148075.675,0.92547296875
network-phase-closure-20260728,replication,zero,,400,202608280400,39,200,170817.68,1.0676105
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,0,200,1085.52,0.868416
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,1,200,1151.13,0.9209040000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,2,200,1129.69,0.903752
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,3,200,1095.325,0.87626
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,4,200,1105.65,0.8845200000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,5,200,1117.66,0.894128
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,6,200,1116.77,0.893416
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,7,200,1161.12,0.9288959999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,8,200,1116.325,0.8930600000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,9,200,1109.93,0.8879440000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,10,200,1109.34,0.8874719999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,11,200,1136.375,0.9091
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,12,200,1091.7,0.87336
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,13,200,1126.18,0.9009440000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,14,200,1178.74,0.942992
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,15,200,1100.23,0.880184
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,16,200,1106.155,0.8849239999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,17,200,1149.505,0.9196040000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,18,200,1116.165,0.892932
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,19,200,1119.965,0.8959719999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,20,200,1083.285,0.8666280000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,21,200,1107.995,0.886396
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,22,200,1124.115,0.899292
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,23,200,1105.725,0.8845799999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,24,200,1142.315,0.913852
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,25,200,1111.71,0.889368
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,26,200,1130.85,0.9046799999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,27,200,1104.91,0.883928
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,28,200,1133.235,0.906588
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,29,200,1107.645,0.886116
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,30,200,1108.115,0.8864920000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,31,200,1096.29,0.8770319999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,32,200,1128.365,0.902692
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,33,200,1114.86,0.8918879999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,34,200,1129.38,0.9035040000000001
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,35,200,1115.415,0.892332
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,36,200,1106.165,0.8849319999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,37,200,1121.37,0.8970959999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,38,200,1133.745,0.9069959999999999
network-phase-closure-20260728,replication,drift,0.5,100,202608290100,39,200,1114.24,0.891392
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,0,200,3238.735,0.9160525923864852
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,1,200,3227.545,0.9128875824338941
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,2,200,3188.605,0.9018736872101325
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,3,200,3077.1,0.87033531055565
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,4,200,3261.96,0.9226216143837082
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,5,200,3247.345,0.9184878681408916
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,6,200,3257.98,0.9214959003880592
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,7,200,3266.1,0.923792583213353
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,8,200,3166.035,0.8954899271895803
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,9,200,3204.9,0.9064826092099064
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,10,200,3242.36,0.9170778972192056
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,11,200,3194.54,0.9035523587086693
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,12,200,3237.415,0.9156792400060186
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,13,200,3249.79,0.919179418572892
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,14,200,3251.68,0.919713991299469
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,15,200,3314.4,0.9374538862258772
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,16,200,3231.525,0.9140132964295431
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,17,200,3168.385,0.8961546075638958
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,18,200,3224.27,0.9119612725505397
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,19,200,3145.315,0.8896294261871062
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,20,200,3222.145,0.9113602317865311
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,21,200,3144.4,0.8893706251051919
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,22,200,3231.35,0.91396379895486
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,23,200,3270.835,0.9251318434569203
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,24,200,3187.965,0.9016926678741487
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,25,200,3127.485,0.8845863406236838
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,26,200,3220.845,0.9109925362603141
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,27,200,3193.36,0.9032186043079493
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,28,200,3278.92,0.9274186267872777
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,29,200,3199.465,0.9049453590676069
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,30,200,3198.025,0.9045380655616434
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,31,200,3298.97,0.9330896231723937
network-phase-closure-20260728,replication,drift,0.5,200,202608290200,32,200,3211.335,0.9083027020646806
