experiment_id,stage,regime,alpha,scale,seed,block,block_size,mean_tau,normalized_mean
network-phase-closure-20260728,primary,drift,0.5,100,202607290100,35,200,1135.265,0.9082120000000001
network-phase-closure-20260728,primary,drift,0.5,100,202607290100,36,200,1130.79,0.904632
network-phase-closure-20260728,primary,drift,0.5,100,202607290100,37,200,1110.385,0.888308
network-phase-closure-20260728,primary,drift,0.5,100,202607290100,38,200,1109.72,0.887776
network-phase-closure-20260728,primary,drift,0.5,100,202607290100,39,200,1115.84,0.8926719999999999
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,0,200,3249.39,0.9190662814879021
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,1,200,3157.71,0.8931352616082291
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,2,200,3220.325,0.9108454580498273
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,3,200,3204.385,0.906336945212982
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,4,200,3293.695,0.9315976278640902
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,5,200,3225.76,0.912382708192127
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,6,200,3175.41,0.8981415776190298
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,7,200,3222.37,0.9114238713968379
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,8,200,3131.395,0.8856922556294595
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,9,200,3241.545,0.9168473804085389
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,10,200,3167.2,0.8958194389496131
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,11,200,3166.22,0.895542253091388
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,12,200,3268.4,0.9244431214520447
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,13,200,3113.34,0.8805855304557303
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,14,200,3226.645,0.912633023992667
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,15,200,3246.965,0.9183803879101513
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,16,200,3219.025,0.9104777625236103
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,17,200,3235.16,0.9150414296893883
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,18,200,3196.985,0.9042439091406698
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,19,200,3150.865,0.8911992032413403
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,20,200,3276.68,0.9267850591113345
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,21,200,3278.75,0.927370543526157
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,22,200,3176.07,0.8983282538092632
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,23,200,3225.77,0.9123855366192517
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,24,200,3197.42,0.9043669457205963
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,25,200,3223.51,0.9117463120890591
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,26,200,3201.145,0.9054205348245642
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,27,200,3205.315,0.9065999889355834
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,28,200,3148.88,0.8906377604570782
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,29,200,3221.455,0.9111650703149237
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,30,200,3201.395,0.9054912455026828
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,31,200,3262.275,0.9227107098381376
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,32,200,3175.505,0.898168447676715
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,33,200,3252.77,0.9200222898560664
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,34,200,3200.11,0.905127792617153
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,35,200,3184.045,0.9005839244412482
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,36,200,3210.445,0.9080509720505782
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,37,200,3106.95,0.8787781655230174
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,38,200,3215.175,0.9093888180805831
network-phase-closure-20260728,primary,drift,0.5,200,202607290200,39,200,3212.375,0.9085968584856542
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,0,200,9262.29,0.9262290000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,1,200,9188.67,0.918867
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,2,200,9033.91,0.9033909999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,3,200,9313.805,0.9313805000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,4,200,9264.985,0.9264985000000001
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,5,200,9315.89,0.9315889999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,6,200,9252.625,0.9252625
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,7,200,9215.96,0.9215959999999999
network-phase-closure-20260728,primary,drift,0.5,400,202607290400,8,200,9277.71,0.9277709999999999
