experiment_id,stage,regime,alpha,scales_json,effective_exponent,simultaneous_ci_low,simultaneous_ci_high,simultaneous_ci_half_width,target_exponent,bootstrap_repetitions,family_size
network-phase-closure-20260728,primary,zero,,"[100,200,400]",2.0101271435682158,1.9932845229620162,2.025738648552106,0.016227062795044822,2.0,10000,4
network-phase-closure-20260728,primary,drift,0.5,"[400,800,1600]",1.5159621847142257,1.5117107769166302,1.5200781293770342,0.004183676230201994,1.5,10000,4
network-phase-closure-20260728,primary,critical,1.0,"[100,200,400]",2.0053604642017455,1.991258030160357,2.0194937565804936,0.014117863210068249,2.0,10000,4
network-phase-closure-20260728,primary,fair,2.0,"[100,200,400]",2.008202008728244,1.9905910193438714,2.0256714069686987,0.017540193812413674,2.0,10000,4
network-phase-closure-20260728,replication,zero,,"[100,200,400]",1.9938031370834115,1.9774524741465815,2.009844807526761,0.01619616669008983,2.0,10000,4
network-phase-closure-20260728,replication,drift,0.5,"[400,800,1600]",1.5185768475312573,1.515033747443256,1.5221365695342863,0.0035514110455151515,1.5,10000,4
network-phase-closure-20260728,replication,critical,1.0,"[100,200,400]",1.9879985122830568,1.9750675210186892,2.0004908081050625,0.012711643543186657,2.0,10000,4
network-phase-closure-20260728,replication,fair,2.0,"[100,200,400]",2.0010035596219726,1.9851308299180046,2.016401148593263,0.015635159337629267,2.0,10000,4
